state,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Andaman and Nicobar Islands,Engineering and Technology,UG,2012-13,90,93,51,1,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2013-14,90,94,78,2,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2014-15,90,91,60,2,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2015-16,90,98,61,16,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2016-17,90,91,106,7,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2017-18,90,93,199,11,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2018-19,90,89,67,19,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2019-20,90,109,0,23,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2020-21,90,93,0,0,1,,
Andaman and Nicobar Islands,Engineering and Technology,UG,2021-22,90,97,0,1,1,28,69
Andaman and Nicobar Islands,Engineering and Technology,UG,2022-23,90,0,0,0,1,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2012-13,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2013-14,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2014-15,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2015-16,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2016-17,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2017-18,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2018-19,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2019-20,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2020-21,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2021-22,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,PG,2022-23,,,,,0,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2012-13,270,273,70,0,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2013-14,270,304,65,4,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2014-15,270,292,59,8,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2015-16,270,293,112,15,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2016-17,270,266,122,46,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2017-18,420,401,250,64,1,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2018-19,480,461,123,55,2,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2019-20,420,340,0,4,2,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2020-21,420,232,0,0,2,,
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2021-22,408,134,0,14,2,38,96
Andaman and Nicobar Islands,Engineering and Technology,DIPLOMA,2022-23,408,0,0,0,2,,
Andaman and Nicobar Islands,Management,PG,2012-13,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2013-14,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2014-15,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2015-16,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2016-17,60,0,0,0,1,,
Andaman and Nicobar Islands,Management,PG,2017-18,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2018-19,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2019-20,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2020-21,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2021-22,,,,,0,,
Andaman and Nicobar Islands,Management,PG,2022-23,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2012-13,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2013-14,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2014-15,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2015-16,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2016-17,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2017-18,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2018-19,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2019-20,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2020-21,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2021-22,,,,,0,,
Andaman and Nicobar Islands,MCA,PG,2022-23,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2012-13,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2013-14,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2014-15,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2015-16,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2016-17,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2017-18,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2018-19,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2019-20,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2020-21,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2021-22,,,,,0,,
Andaman and Nicobar Islands,Pharmacy,UG,2022-23,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2012-13,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2013-14,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2014-15,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2015-16,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2016-17,40,0,0,0,1,,
Andaman and Nicobar Islands,Architecture,UG,2017-18,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2018-19,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2019-20,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2020-21,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2021-22,,,,,0,,
Andaman and Nicobar Islands,Architecture,UG,2022-23,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2012-13,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2013-14,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2014-15,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2015-16,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2016-17,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2017-18,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2018-19,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2019-20,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2020-21,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2021-22,,,,,0,,
Andaman and Nicobar Islands,Hotel Management and Catering,UG,2022-23,,,,,0,,
Andhra Pradesh,Engineering and Technology,UG,2012-13,177805,93004,70249,23775,357,,
Andhra Pradesh,Engineering and Technology,UG,2013-14,173545,89827,72960,25209,344,,
Andhra Pradesh,Engineering and Technology,UG,2014-15,184690,87955,77337,31006,344,,
Andhra Pradesh,Engineering and Technology,UG,2015-16,179170,96721,77981,34541,338,,
Andhra Pradesh,Engineering and Technology,UG,2016-17,172746,89996,74302,36469,329,,
Andhra Pradesh,Engineering and Technology,UG,2017-18,167583,90098,71690,35857,321,,
Andhra Pradesh,Engineering and Technology,UG,2018-19,156166,88451,79575,47013,305,,
Andhra Pradesh,Engineering and Technology,UG,2019-20,154570,92865,69164,48064,305,,
Andhra Pradesh,Engineering and Technology,UG,2020-21,151338,101272,21053,43931,295,,
Andhra Pradesh,Engineering and Technology,UG,2021-22,148952,113686,59144,55021,281,41466,58742
Andhra Pradesh,Engineering and Technology,UG,2022-23,152457,4244,0,5562,271,,
Andhra Pradesh,Engineering and Technology,PG,2012-13,18008,13069,6954,1106,253,,
Andhra Pradesh,Engineering and Technology,PG,2013-14,21624,17348,8803,1494,265,,
Andhra Pradesh,Engineering and Technology,PG,2014-15,29045,19137,11786,2472,293,,
Andhra Pradesh,Engineering and Technology,PG,2015-16,28607,15613,12831,2619,289,,
Andhra Pradesh,Engineering and Technology,PG,2016-17,27022,9873,10335,2070,282,,
Andhra Pradesh,Engineering and Technology,PG,2017-18,27028,10979,8649,1984,273,,
Andhra Pradesh,Engineering and Technology,PG,2018-19,25807,11423,7956,2243,261,,
Andhra Pradesh,Engineering and Technology,PG,2019-20,24949,10040,6287,2174,254,,
Andhra Pradesh,Engineering and Technology,PG,2020-21,22374,7255,1374,1682,241,,
Andhra Pradesh,Engineering and Technology,PG,2021-22,19222,4747,2839,1601,229,1649,3090
Andhra Pradesh,Engineering and Technology,PG,2022-23,17427,39,0,190,216,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2012-13,63270,45338,21106,3296,231,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2013-14,73756,48603,23207,4088,265,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2014-15,85751,49939,25430,5139,302,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2015-16,86771,54484,26180,5229,313,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2016-17,85532,50888,28281,6464,308,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2017-18,83282,42722,30344,8677,302,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2018-19,77896,42432,27749,9100,297,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2019-20,70689,42765,21135,9043,285,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2020-21,69945,39704,4700,6936,282,,
Andhra Pradesh,Engineering and Technology,DIPLOMA,2021-22,69399,37302,17631,7280,273,8765,27706
Andhra Pradesh,Engineering and Technology,DIPLOMA,2022-23,72273,1207,0,977,273,,
Andhra Pradesh,Management,PG,2012-13,45070,25227,20484,7314,417,,
Andhra Pradesh,Management,PG,2013-14,45210,28652,21147,7915,397,,
Andhra Pradesh,Management,PG,2014-15,51690,32906,23824,8837,396,,
Andhra Pradesh,Management,PG,2015-16,50610,34992,24890,9328,385,,
Andhra Pradesh,Management,PG,2016-17,49020,29850,24893,9886,377,,
Andhra Pradesh,Management,PG,2017-18,46818,32477,22932,9761,362,,
Andhra Pradesh,Management,PG,2018-19,45474,28455,23647,10176,346,,
Andhra Pradesh,Management,PG,2019-20,45478,28016,17891,10645,346,,
Andhra Pradesh,Management,PG,2020-21,44074,21995,3992,8629,335,,
Andhra Pradesh,Management,PG,2021-22,39451,18040,14088,8052,309,8147,9847
Andhra Pradesh,Management,PG,2022-23,37780,1841,0,1236,299,,
Andhra Pradesh,MCA,PG,2012-13,21480,4766,6377,1673,276,,
Andhra Pradesh,MCA,PG,2013-14,16590,4076,4856,1245,212,,
Andhra Pradesh,MCA,PG,2014-15,15180,3866,4006,1183,192,,
Andhra Pradesh,MCA,PG,2015-16,13830,4481,3680,906,175,,
Andhra Pradesh,MCA,PG,2016-17,12180,4391,3396,1117,157,,
Andhra Pradesh,MCA,PG,2017-18,11460,4521,3361,1232,150,,
Andhra Pradesh,MCA,PG,2018-19,9350,3103,3555,1509,127,,
Andhra Pradesh,MCA,PG,2019-20,7893,3624,3888,1569,119,,
Andhra Pradesh,MCA,PG,2020-21,8063,5856,676,1642,110,,
Andhra Pradesh,MCA,PG,2021-22,8064,7014,3462,2039,107,3407,3555
Andhra Pradesh,MCA,PG,2022-23,10526,686,0,335,119,,
Andhra Pradesh,Pharmacy,UG,2012-13,11900,7298,4849,1582,122,,
Andhra Pradesh,Pharmacy,UG,2013-14,12470,6726,4407,1518,121,,
Andhra Pradesh,Pharmacy,UG,2014-15,13310,5736,4882,1924,123,,
Andhra Pradesh,Pharmacy,UG,2015-16,13310,7379,5444,2329,123,,
Andhra Pradesh,Pharmacy,UG,2016-17,12670,8027,5990,2627,123,,
Andhra Pradesh,Pharmacy,UG,2017-18,12310,8509,5009,2138,123,,
Andhra Pradesh,Pharmacy,UG,2018-19,10865,7718,5072,2826,120,,
Andhra Pradesh,Pharmacy,UG,2019-20,11189,8120,3623,3060,125,,
Andhra Pradesh,Pharmacy,UG,2020-21,9830,5700,1092,2264,109,,
Andhra Pradesh,Pharmacy,UG,2021-22,7620,3926,3697,2303,82,2406,1449
Andhra Pradesh,Pharmacy,UG,2022-23,6930,255,0,394,74,,
Andhra Pradesh,Architecture,UG,2012-13,,,,,0,,
Andhra Pradesh,Architecture,UG,2013-14,,,,,0,,
Andhra Pradesh,Architecture,UG,2014-15,,,,,0,,
Andhra Pradesh,Architecture,UG,2015-16,120,24,36,36,1,,
Andhra Pradesh,Architecture,UG,2016-17,120,34,0,0,1,,
Andhra Pradesh,Architecture,UG,2017-18,120,24,25,0,1,,
Andhra Pradesh,Architecture,UG,2018-19,80,60,0,0,2,,
Andhra Pradesh,Architecture,UG,2019-20,,,,,0,,
Andhra Pradesh,Architecture,UG,2020-21,,,,,0,,
Andhra Pradesh,Architecture,UG,2021-22,,,,,0,,
Andhra Pradesh,Architecture,UG,2022-23,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2012-13,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2013-14,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2014-15,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2015-16,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2016-17,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2017-18,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2018-19,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2019-20,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2020-21,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2021-22,,,,,0,,
Andhra Pradesh,Hotel Management and Catering,UG,2022-23,,,,,0,,
Arunachal Pradesh,Engineering and Technology,UG,2012-13,150,162,146,14,1,,
Arunachal Pradesh,Engineering and Technology,UG,2013-14,150,175,143,17,1,,
Arunachal Pradesh,Engineering and Technology,UG,2014-15,,,,,0,,
Arunachal Pradesh,Engineering and Technology,UG,2015-16,,,,,0,,
Arunachal Pradesh,Engineering and Technology,UG,2016-17,,,,,0,,
Arunachal Pradesh,Engineering and Technology,UG,2017-18,180,166,177,54,1,,
Arunachal Pradesh,Engineering and Technology,UG,2018-19,360,279,186,63,1,,
Arunachal Pradesh,Engineering and Technology,UG,2019-20,360,377,203,31,1,,
Arunachal Pradesh,Engineering and Technology,UG,2020-21,360,309,0,6,1,,
Arunachal Pradesh,Engineering and Technology,UG,2021-22,360,317,230,12,1,92,225
Arunachal Pradesh,Engineering and Technology,UG,2022-23,360,0,0,53,1,,
Arunachal Pradesh,Engineering and Technology,PG,2012-13,36,13,0,0,1,,
Arunachal Pradesh,Engineering and Technology,PG,2013-14,36,15,0,0,1,,
Arunachal Pradesh,Engineering and Technology,PG,2014-15,,,,,0,,
Arunachal Pradesh,Engineering and Technology,PG,2015-16,,,,,0,,
Arunachal Pradesh,Engineering and Technology,PG,2016-17,18,16,11,10,1,,
Arunachal Pradesh,Engineering and Technology,PG,2017-18,126,57,55,16,2,,
Arunachal Pradesh,Engineering and Technology,PG,2018-19,198,129,65,9,2,,
Arunachal Pradesh,Engineering and Technology,PG,2019-20,198,116,86,7,2,,
Arunachal Pradesh,Engineering and Technology,PG,2020-21,198,108,0,2,2,,
Arunachal Pradesh,Engineering and Technology,PG,2021-22,198,100,82,0,2,30,70
Arunachal Pradesh,Engineering and Technology,PG,2022-23,198,0,0,0,2,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2012-13,450,329,121,11,2,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2013-14,450,297,132,11,2,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2014-15,1320,349,195,13,7,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2015-16,420,167,118,47,2,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2016-17,960,298,115,15,7,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2017-18,1020,375,104,32,8,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2018-19,1020,365,97,28,8,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2019-20,908,362,34,14,8,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2020-21,878,191,130,25,8,,
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2021-22,830,88,168,22,8,10,78
Arunachal Pradesh,Engineering and Technology,DIPLOMA,2022-23,732,0,0,0,7,,
Arunachal Pradesh,Management,PG,2012-13,,,,,0,,
Arunachal Pradesh,Management,PG,2013-14,,,,,0,,
Arunachal Pradesh,Management,PG,2014-15,,,,,0,,
Arunachal Pradesh,Management,PG,2015-16,,,,,0,,
Arunachal Pradesh,Management,PG,2016-17,,,,,0,,
Arunachal Pradesh,Management,PG,2017-18,,,,,0,,
Arunachal Pradesh,Management,PG,2018-19,,,,,0,,
Arunachal Pradesh,Management,PG,2019-20,30,36,22,7,1,,
Arunachal Pradesh,Management,PG,2020-21,30,24,0,0,1,,
Arunachal Pradesh,Management,PG,2021-22,30,29,18,0,1,14,15
Arunachal Pradesh,Management,PG,2022-23,30,0,0,3,1,,
Arunachal Pradesh,MCA,PG,2012-13,,,,,0,,
Arunachal Pradesh,MCA,PG,2013-14,,,,,0,,
Arunachal Pradesh,MCA,PG,2014-15,,,,,0,,
Arunachal Pradesh,MCA,PG,2015-16,,,,,0,,
Arunachal Pradesh,MCA,PG,2016-17,,,,,0,,
Arunachal Pradesh,MCA,PG,2017-18,,,,,0,,
Arunachal Pradesh,MCA,PG,2018-19,,,,,0,,
Arunachal Pradesh,MCA,PG,2019-20,,,,,0,,
Arunachal Pradesh,MCA,PG,2020-21,,,,,0,,
Arunachal Pradesh,MCA,PG,2021-22,,,,,0,,
Arunachal Pradesh,MCA,PG,2022-23,60,0,0,0,1,,
Arunachal Pradesh,Pharmacy,UG,2012-13,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2013-14,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2014-15,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2015-16,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2016-17,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2017-18,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2018-19,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2019-20,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2020-21,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2021-22,,,,,0,,
Arunachal Pradesh,Pharmacy,UG,2022-23,,,,,0,,
Arunachal Pradesh,Architecture,UG,2012-13,,,,,0,,
Arunachal Pradesh,Architecture,UG,2013-14,,,,,0,,
Arunachal Pradesh,Architecture,UG,2014-15,,,,,0,,
Arunachal Pradesh,Architecture,UG,2015-16,,,,,0,,
Arunachal Pradesh,Architecture,UG,2016-17,,,,,0,,
Arunachal Pradesh,Architecture,UG,2017-18,,,,,0,,
Arunachal Pradesh,Architecture,UG,2018-19,,,,,0,,
Arunachal Pradesh,Architecture,UG,2019-20,,,,,0,,
Arunachal Pradesh,Architecture,UG,2020-21,,,,,0,,
Arunachal Pradesh,Architecture,UG,2021-22,,,,,0,,
Arunachal Pradesh,Architecture,UG,2022-23,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2012-13,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2013-14,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2014-15,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2015-16,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2016-17,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2017-18,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2018-19,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2019-20,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2020-21,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2021-22,,,,,0,,
Arunachal Pradesh,Hotel Management and Catering,UG,2022-23,,,,,0,,
Assam,Engineering and Technology,UG,2012-13,4275,3190,1614,420,14,,
Assam,Engineering and Technology,UG,2013-14,4815,3342,2129,540,18,,
Assam,Engineering and Technology,UG,2014-15,5175,3019,2841,738,18,,
Assam,Engineering and Technology,UG,2015-16,5175,3266,2821,958,18,,
Assam,Engineering and Technology,UG,2016-17,5175,3500,2740,739,18,,
Assam,Engineering and Technology,UG,2017-18,5265,3026,2528,658,19,,
Assam,Engineering and Technology,UG,2018-19,5205,2605,2418,790,20,,
Assam,Engineering and Technology,UG,2019-20,4675,2705,1935,812,17,,
Assam,Engineering and Technology,UG,2020-21,4975,3109,0,675,19,,
Assam,Engineering and Technology,UG,2021-22,4745,2796,1236,553,19,561,1811
Assam,Engineering and Technology,UG,2022-23,4835,0,0,43,19,,
Assam,Engineering and Technology,PG,2012-13,300,235,183,29,6,,
Assam,Engineering and Technology,PG,2013-14,516,320,228,73,9,,
Assam,Engineering and Technology,PG,2014-15,594,388,262,44,9,,
Assam,Engineering and Technology,PG,2015-16,558,344,270,22,9,,
Assam,Engineering and Technology,PG,2016-17,528,336,316,18,9,,
Assam,Engineering and Technology,PG,2017-18,549,325,308,25,9,,
Assam,Engineering and Technology,PG,2018-19,567,290,302,30,9,,
Assam,Engineering and Technology,PG,2019-20,724,329,246,48,10,,
Assam,Engineering and Technology,PG,2020-21,709,404,18,22,11,,
Assam,Engineering and Technology,PG,2021-22,639,189,131,27,12,41,114
Assam,Engineering and Technology,PG,2022-23,711,11,0,0,13,,
Assam,Engineering and Technology,DIPLOMA,2012-13,1648,1025,655,397,10,,
Assam,Engineering and Technology,DIPLOMA,2013-14,2158,1801,1255,601,13,,
Assam,Engineering and Technology,DIPLOMA,2014-15,2198,1835,1148,305,13,,
Assam,Engineering and Technology,DIPLOMA,2015-16,2198,1865,1108,461,13,,
Assam,Engineering and Technology,DIPLOMA,2016-17,2218,1921,1135,442,14,,
Assam,Engineering and Technology,DIPLOMA,2017-18,4198,3628,1358,464,25,,
Assam,Engineering and Technology,DIPLOMA,2018-19,4198,3236,1605,525,25,,
Assam,Engineering and Technology,DIPLOMA,2019-20,4095,3598,1418,497,24,,
Assam,Engineering and Technology,DIPLOMA,2020-21,4980,3874,205,484,29,,
Assam,Engineering and Technology,DIPLOMA,2021-22,4815,3695,1964,399,29,776,2797
Assam,Engineering and Technology,DIPLOMA,2022-23,4815,195,0,15,29,,
Assam,Management,PG,2012-13,850,450,346,255,8,,
Assam,Management,PG,2013-14,1030,524,445,281,10,,
Assam,Management,PG,2014-15,910,494,423,313,10,,
Assam,Management,PG,2015-16,910,514,467,324,10,,
Assam,Management,PG,2016-17,850,539,436,294,11,,
Assam,Management,PG,2017-18,850,591,475,265,11,,
Assam,Management,PG,2018-19,850,576,540,385,11,,
Assam,Management,PG,2019-20,820,619,511,401,11,,
Assam,Management,PG,2020-21,790,637,14,346,11,,
Assam,Management,PG,2021-22,790,401,348,199,11,172,229
Assam,Management,PG,2022-23,790,51,0,70,11,,
Assam,MCA,PG,2012-13,270,147,95,27,6,,
Assam,MCA,PG,2013-14,450,228,229,86,9,,
Assam,MCA,PG,2014-15,450,201,220,84,9,,
Assam,MCA,PG,2015-16,450,200,241,47,9,,
Assam,MCA,PG,2016-17,450,201,211,64,9,,
Assam,MCA,PG,2017-18,420,186,201,21,9,,
Assam,MCA,PG,2018-19,420,207,177,55,9,,
Assam,MCA,PG,2019-20,330,229,202,32,8,,
Assam,MCA,PG,2020-21,330,263,6,39,8,,
Assam,MCA,PG,2021-22,330,248,127,45,8,47,199
Assam,MCA,PG,2022-23,330,0,0,9,8,,
Assam,Pharmacy,UG,2012-13,160,122,122,70,3,,
Assam,Pharmacy,UG,2013-14,160,160,102,56,3,,
Assam,Pharmacy,UG,2014-15,160,159,104,64,3,,
Assam,Pharmacy,UG,2015-16,160,160,144,59,3,,
Assam,Pharmacy,UG,2016-17,160,160,114,58,3,,
Assam,Pharmacy,UG,2017-18,200,199,114,55,3,,
Assam,Pharmacy,UG,2018-19,320,309,112,77,5,,
Assam,Pharmacy,UG,2019-20,380,398,100,44,6,,
Assam,Pharmacy,UG,2020-21,480,414,0,84,7,,
Assam,Pharmacy,UG,2021-22,480,285,81,65,7,63,215
Assam,Pharmacy,UG,2022-23,490,62,0,0,7,,
Assam,Architecture,UG,2012-13,,,,,0,,
Assam,Architecture,UG,2013-14,,,,,0,,
Assam,Architecture,UG,2014-15,,,,,0,,
Assam,Architecture,UG,2015-16,80,24,39,3,1,,
Assam,Architecture,UG,2016-17,40,37,24,0,1,,
Assam,Architecture,UG,2017-18,40,18,10,0,1,,
Assam,Architecture,UG,2018-19,40,22,28,0,1,,
Assam,Architecture,UG,2019-20,,,,,0,,
Assam,Architecture,UG,2020-21,,,,,0,,
Assam,Architecture,UG,2021-22,,,,,0,,
Assam,Architecture,UG,2022-23,,,,,0,,
Assam,Hotel Management and Catering,UG,2012-13,,,,,0,,
Assam,Hotel Management and Catering,UG,2013-14,60,8,33,33,1,,
Assam,Hotel Management and Catering,UG,2014-15,60,18,10,10,1,,
Assam,Hotel Management and Catering,UG,2015-16,60,32,13,13,1,,
Assam,Hotel Management and Catering,UG,2016-17,60,30,7,7,1,,
Assam,Hotel Management and Catering,UG,2017-18,60,41,5,5,1,,
Assam,Hotel Management and Catering,UG,2018-19,60,16,11,11,1,,
Assam,Hotel Management and Catering,UG,2019-20,45,15,16,16,1,,
Assam,Hotel Management and Catering,UG,2020-21,60,0,0,14,1,,
Assam,Hotel Management and Catering,UG,2021-22,60,8,10,10,1,1,7
Assam,Hotel Management and Catering,UG,2022-23,60,8,0,15,1,,
Bihar,Engineering and Technology,UG,2012-13,7790,4732,2687,335,22,,
Bihar,Engineering and Technology,UG,2013-14,8570,4767,2958,473,24,,
Bihar,Engineering and Technology,UG,2014-15,8750,4188,2855,532,24,,
Bihar,Engineering and Technology,UG,2015-16,8870,5078,2957,780,25,,
Bihar,Engineering and Technology,UG,2016-17,10130,5433,3497,1063,31,,
Bihar,Engineering and Technology,UG,2017-18,10700,5893,3974,949,34,,
Bihar,Engineering and Technology,UG,2018-19,11020,5786,4085,1055,38,,
Bihar,Engineering and Technology,UG,2019-20,14525,8661,3438,1373,56,,
Bihar,Engineering and Technology,UG,2020-21,14726,8025,650,1094,55,,
Bihar,Engineering and Technology,UG,2021-22,14345,8020,2901,1335,56,1281,5804
Bihar,Engineering and Technology,UG,2022-23,16346,966,0,141,56,,
Bihar,Engineering and Technology,PG,2012-13,150,78,78,78,2,,
Bihar,Engineering and Technology,PG,2013-14,186,109,78,78,3,,
Bihar,Engineering and Technology,PG,2014-15,204,130,108,82,4,,
Bihar,Engineering and Technology,PG,2015-16,204,106,113,81,4,,
Bihar,Engineering and Technology,PG,2016-17,204,104,54,34,4,,
Bihar,Engineering and Technology,PG,2017-18,204,121,68,53,4,,
Bihar,Engineering and Technology,PG,2018-19,204,102,123,47,4,,
Bihar,Engineering and Technology,PG,2019-20,180,128,100,57,4,,
Bihar,Engineering and Technology,PG,2020-21,192,157,0,55,5,,
Bihar,Engineering and Technology,PG,2021-22,222,151,88,55,6,35,116
Bihar,Engineering and Technology,PG,2022-23,252,0,0,0,6,,
Bihar,Engineering and Technology,DIPLOMA,2012-13,6255,4867,2362,703,20,,
Bihar,Engineering and Technology,DIPLOMA,2013-14,8635,3673,2730,922,27,,
Bihar,Engineering and Technology,DIPLOMA,2014-15,11885,7026,2685,1048,38,,
Bihar,Engineering and Technology,DIPLOMA,2015-16,13970,10211,3698,1216,46,,
