state,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Punjab,MCA,PG,2012-13,4920,2531,1852,770,62,,
Punjab,MCA,PG,2013-14,5250,2196,2232,882,65,,
Punjab,MCA,PG,2014-15,5070,1824,2509,1030,65,,
Punjab,MCA,PG,2015-16,4830,1456,2068,908,62,,
Punjab,MCA,PG,2016-17,4410,1136,1565,763,58,,
Punjab,MCA,PG,2017-18,4170,1118,1323,673,59,,
Punjab,MCA,PG,2018-19,3360,1074,1161,591,52,,
Punjab,MCA,PG,2019-20,2901,1302,965,704,49,,
Punjab,MCA,PG,2020-21,2913,1152,164,534,49,,
Punjab,MCA,PG,2021-22,2878,1371,845,586,49,676,670
Punjab,MCA,PG,2022-23,2948,29,0,24,48,,
Punjab,Pharmacy,UG,2012-13,2255,1269,1011,428,35,,
Punjab,Pharmacy,UG,2013-14,2425,1556,980,428,36,,
Punjab,Pharmacy,UG,2014-15,2455,1919,1043,439,35,,
Punjab,Pharmacy,UG,2015-16,2413,1824,882,469,35,,
Punjab,Pharmacy,UG,2016-17,2513,2011,1014,445,36,,
Punjab,Pharmacy,UG,2017-18,2483,1718,1129,549,37,,
Punjab,Pharmacy,UG,2018-19,2723,2013,1097,623,43,,
Punjab,Pharmacy,UG,2019-20,3085,1823,899,562,47,,
Punjab,Pharmacy,UG,2020-21,2123,1282,211,404,32,,
Punjab,Pharmacy,UG,2021-22,1660,1015,644,462,24,304,650
Punjab,Pharmacy,UG,2022-23,1580,26,0,51,22,,
Punjab,Architecture,UG,2012-13,,,,,0,,
Punjab,Architecture,UG,2013-14,,,,,0,,
Punjab,Architecture,UG,2014-15,,,,,0,,
Punjab,Architecture,UG,2015-16,500,239,278,74,6,,
Punjab,Architecture,UG,2016-17,440,177,196,70,5,,
Punjab,Architecture,UG,2017-18,480,204,238,69,6,,
Punjab,Architecture,UG,2018-19,340,207,67,79,6,,
Punjab,Architecture,UG,2019-20,,,,,0,,
Punjab,Architecture,UG,2020-21,,,,,0,,
Punjab,Architecture,UG,2021-22,,,,,0,,
Punjab,Architecture,UG,2022-23,,,,,0,,
Punjab,Hotel Management and Catering,UG,2012-13,240,145,155,102,4,,
Punjab,Hotel Management and Catering,UG,2013-14,420,174,114,78,5,,
Punjab,Hotel Management and Catering,UG,2014-15,420,181,113,87,5,,
Punjab,Hotel Management and Catering,UG,2015-16,420,190,60,73,5,,
Punjab,Hotel Management and Catering,UG,2016-17,420,181,99,55,5,,
Punjab,Hotel Management and Catering,UG,2017-18,420,238,156,109,5,,
Punjab,Hotel Management and Catering,UG,2018-19,300,234,120,87,4,,
Punjab,Hotel Management and Catering,UG,2019-20,360,290,75,88,5,,
Punjab,Hotel Management and Catering,UG,2020-21,360,91,73,34,5,,
Punjab,Hotel Management and Catering,UG,2021-22,330,66,167,112,5,30,36
Punjab,Hotel Management and Catering,UG,2022-23,270,0,0,46,4,,
Rajasthan,Engineering and Technology,UG,2012-13,61620,34756,20576,8128,135,,
Rajasthan,Engineering and Technology,UG,2013-14,64575,31935,23433,9046,136,,
Rajasthan,Engineering and Technology,UG,2014-15,68100,27096,25007,10705,142,,
Rajasthan,Engineering and Technology,UG,2015-16,63263,25551,24289,10683,138,,
Rajasthan,Engineering and Technology,UG,2016-17,58073,19942,23340,9913,130,,
Rajasthan,Engineering and Technology,UG,2017-18,53461,16856,18282,7881,123,,
Rajasthan,Engineering and Technology,UG,2018-19,45793,15425,17771,9231,117,,
Rajasthan,Engineering and Technology,UG,2019-20,41223,16695,11278,9189,114,,
Rajasthan,Engineering and Technology,UG,2020-21,37439,15258,1402,7614,110,,
Rajasthan,Engineering and Technology,UG,2021-22,35919,14664,9396,8413,106,3308,10098
Rajasthan,Engineering and Technology,UG,2022-23,36126,324,0,903,105,,
Rajasthan,Engineering and Technology,PG,2012-13,3056,1291,703,137,46,,
Rajasthan,Engineering and Technology,PG,2013-14,3508,1441,807,104,53,,
Rajasthan,Engineering and Technology,PG,2014-15,3880,1690,687,87,61,,
Rajasthan,Engineering and Technology,PG,2015-16,3643,1349,817,247,59,,
Rajasthan,Engineering and Technology,PG,2016-17,3538,994,842,164,57,,
Rajasthan,Engineering and Technology,PG,2017-18,3568,1212,750,106,54,,
Rajasthan,Engineering and Technology,PG,2018-19,3739,1068,696,129,56,,
Rajasthan,Engineering and Technology,PG,2019-20,3196,1001,510,168,50,,
Rajasthan,Engineering and Technology,PG,2020-21,3001,981,41,86,49,,
Rajasthan,Engineering and Technology,PG,2021-22,3009,531,612,133,48,144,387
Rajasthan,Engineering and Technology,PG,2022-23,2895,4,0,0,47,,
Rajasthan,Engineering and Technology,DIPLOMA,2012-13,48801,29793,10544,3512,181,,
Rajasthan,Engineering and Technology,DIPLOMA,2013-14,55816,32091,12240,3982,202,,
Rajasthan,Engineering and Technology,DIPLOMA,2014-15,61946,21414,12539,4163,223,,
Rajasthan,Engineering and Technology,DIPLOMA,2015-16,60726,18259,14208,5081,221,,
Rajasthan,Engineering and Technology,DIPLOMA,2016-17,55426,17874,10859,5049,203,,
Rajasthan,Engineering and Technology,DIPLOMA,2017-18,49846,17579,10406,4119,189,,
Rajasthan,Engineering and Technology,DIPLOMA,2018-19,37036,11382,9189,3960,152,,
Rajasthan,Engineering and Technology,DIPLOMA,2019-20,32731,12241,8128,4103,144,,
Rajasthan,Engineering and Technology,DIPLOMA,2020-21,31509,11120,1640,3602,138,,
Rajasthan,Engineering and Technology,DIPLOMA,2021-22,31005,10212,5545,3316,137,858,7425
Rajasthan,Engineering and Technology,DIPLOMA,2022-23,28991,506,0,382,134,,
Rajasthan,Management,PG,2012-13,13420,3664,3253,1839,143,,
Rajasthan,Management,PG,2013-14,12970,3015,2905,1798,128,,
Rajasthan,Management,PG,2014-15,10180,3291,2553,1643,113,,
Rajasthan,Management,PG,2015-16,8725,3159,2658,1824,101,,
Rajasthan,Management,PG,2016-17,7885,2857,2255,1629,91,,
Rajasthan,Management,PG,2017-18,6775,3134,2179,1511,80,,
Rajasthan,Management,PG,2018-19,6375,3224,2847,2063,77,,
Rajasthan,Management,PG,2019-20,6034,3606,2194,2048,76,,
Rajasthan,Management,PG,2020-21,6217,3031,353,1950,76,,
Rajasthan,Management,PG,2021-22,6097,2799,2057,1704,74,1536,1263
Rajasthan,Management,PG,2022-23,6319,203,0,273,76,,
Rajasthan,MCA,PG,2012-13,3990,2217,1852,673,45,,
Rajasthan,MCA,PG,2013-14,4410,1769,1898,633,47,,
Rajasthan,MCA,PG,2014-15,3720,1415,1651,587,42,,
Rajasthan,MCA,PG,2015-16,3585,918,1540,596,41,,
Rajasthan,MCA,PG,2016-17,3225,813,1222,568,38,,
Rajasthan,MCA,PG,2017-18,2685,821,1020,606,32,,
Rajasthan,MCA,PG,2018-19,2415,883,830,542,29,,
Rajasthan,MCA,PG,2019-20,2130,999,575,477,29,,
Rajasthan,MCA,PG,2020-21,2070,1002,105,510,31,,
Rajasthan,MCA,PG,2021-22,2370,1014,578,564,35,386,628
Rajasthan,MCA,PG,2022-23,2430,120,0,174,36,,
Rajasthan,Pharmacy,UG,2012-13,2446,932,709,303,39,,
Rajasthan,Pharmacy,UG,2013-14,2380,956,734,364,37,,
Rajasthan,Pharmacy,UG,2014-15,2230,1251,614,326,34,,
Rajasthan,Pharmacy,UG,2015-16,2170,1138,620,255,33,,
Rajasthan,Pharmacy,UG,2016-17,1850,1447,618,387,29,,
Rajasthan,Pharmacy,UG,2017-18,2168,1698,681,366,33,,
Rajasthan,Pharmacy,UG,2018-19,2300,1755,478,448,35,,
Rajasthan,Pharmacy,UG,2019-20,2567,1303,171,363,39,,
Rajasthan,Pharmacy,UG,2020-21,800,445,26,109,13,,
Rajasthan,Pharmacy,UG,2021-22,500,277,140,148,8,83,194
Rajasthan,Pharmacy,UG,2022-23,500,61,0,16,7,,
Rajasthan,Architecture,UG,2012-13,,,,,0,,
Rajasthan,Architecture,UG,2013-14,,,,,0,,
Rajasthan,Architecture,UG,2014-15,,,,,0,,
Rajasthan,Architecture,UG,2015-16,80,59,42,0,2,,
Rajasthan,Architecture,UG,2016-17,60,40,43,3,2,,
Rajasthan,Architecture,UG,2017-18,140,105,35,3,3,,
Rajasthan,Architecture,UG,2018-19,140,103,63,12,3,,
Rajasthan,Architecture,UG,2019-20,,,,,0,,
Rajasthan,Architecture,UG,2020-21,,,,,0,,
Rajasthan,Architecture,UG,2021-22,,,,,0,,
Rajasthan,Architecture,UG,2022-23,,,,,0,,
Rajasthan,Hotel Management and Catering,UG,2012-13,390,106,96,80,5,,
Rajasthan,Hotel Management and Catering,UG,2013-14,570,100,84,70,6,,
Rajasthan,Hotel Management and Catering,UG,2014-15,390,104,46,44,5,,
Rajasthan,Hotel Management and Catering,UG,2015-16,390,92,49,33,5,,
Rajasthan,Hotel Management and Catering,UG,2016-17,300,116,73,32,4,,
Rajasthan,Hotel Management and Catering,UG,2017-18,360,118,144,83,5,,
Rajasthan,Hotel Management and Catering,UG,2018-19,240,147,134,109,4,,
Rajasthan,Hotel Management and Catering,UG,2019-20,240,116,73,78,4,,
Rajasthan,Hotel Management and Catering,UG,2020-21,240,88,27,61,4,,
Rajasthan,Hotel Management and Catering,UG,2021-22,300,101,63,46,5,24,75
Rajasthan,Hotel Management and Catering,UG,2022-23,270,0,0,0,5,,
Sikkim,Engineering and Technology,UG,2012-13,720,595,497,345,1,,
Sikkim,Engineering and Technology,UG,2013-14,720,584,461,312,1,,
Sikkim,Engineering and Technology,UG,2014-15,840,585,547,282,1,,
Sikkim,Engineering and Technology,UG,2015-16,840,404,587,286,1,,
Sikkim,Engineering and Technology,UG,2016-17,780,506,567,271,1,,
Sikkim,Engineering and Technology,UG,2017-18,780,504,448,180,1,,
Sikkim,Engineering and Technology,UG,2018-19,680,515,533,267,2,,
Sikkim,Engineering and Technology,UG,2019-20,680,450,450,283,2,,
Sikkim,Engineering and Technology,UG,2020-21,680,420,0,278,2,,
Sikkim,Engineering and Technology,UG,2021-22,680,444,0,247,2,95,349
Sikkim,Engineering and Technology,UG,2022-23,680,0,0,0,2,,
Sikkim,Engineering and Technology,PG,2012-13,18,2,4,1,1,,
Sikkim,Engineering and Technology,PG,2013-14,54,26,13,0,1,,
Sikkim,Engineering and Technology,PG,2014-15,54,38,12,3,1,,
Sikkim,Engineering and Technology,PG,2015-16,54,23,33,1,1,,
Sikkim,Engineering and Technology,PG,2016-17,54,12,33,2,1,,
Sikkim,Engineering and Technology,PG,2017-18,54,11,28,0,1,,
Sikkim,Engineering and Technology,PG,2018-19,54,9,9,0,1,,
Sikkim,Engineering and Technology,PG,2019-20,54,9,9,0,1,,
Sikkim,Engineering and Technology,PG,2020-21,54,11,0,1,1,,
Sikkim,Engineering and Technology,PG,2021-22,45,14,0,0,1,9,5
Sikkim,Engineering and Technology,PG,2022-23,45,0,0,0,1,,
Sikkim,Engineering and Technology,DIPLOMA,2012-13,405,389,234,73,2,,
Sikkim,Engineering and Technology,DIPLOMA,2013-14,405,312,294,61,2,,
Sikkim,Engineering and Technology,DIPLOMA,2014-15,405,235,338,159,2,,
Sikkim,Engineering and Technology,DIPLOMA,2015-16,405,274,292,97,2,,
Sikkim,Engineering and Technology,DIPLOMA,2016-17,465,335,272,96,3,,
Sikkim,Engineering and Technology,DIPLOMA,2017-18,510,338,251,124,3,,
Sikkim,Engineering and Technology,DIPLOMA,2018-19,570,438,104,147,3,,
Sikkim,Engineering and Technology,DIPLOMA,2019-20,525,225,125,75,2,,
Sikkim,Engineering and Technology,DIPLOMA,2020-21,525,328,168,44,2,,
Sikkim,Engineering and Technology,DIPLOMA,2021-22,525,276,188,70,2,92,157
Sikkim,Engineering and Technology,DIPLOMA,2022-23,525,0,0,0,2,,
Sikkim,Management,PG,2012-13,60,60,42,12,1,,
Sikkim,Management,PG,2013-14,60,42,49,20,1,,
Sikkim,Management,PG,2014-15,60,21,56,14,1,,
Sikkim,Management,PG,2015-16,60,30,20,20,1,,
Sikkim,Management,PG,2016-17,60,24,20,13,1,,
Sikkim,Management,PG,2017-18,60,31,31,12,1,,
Sikkim,Management,PG,2018-19,60,22,21,8,1,,
Sikkim,Management,PG,2019-20,60,40,23,12,1,,
Sikkim,Management,PG,2020-21,60,37,0,12,1,,
Sikkim,Management,PG,2021-22,60,59,0,5,1,30,29
Sikkim,Management,PG,2022-23,60,0,0,0,1,,
Sikkim,MCA,PG,2012-13,45,24,33,5,1,,
Sikkim,MCA,PG,2013-14,45,19,34,5,1,,
Sikkim,MCA,PG,2014-15,45,7,35,3,1,,
Sikkim,MCA,PG,2015-16,45,6,32,2,1,,
Sikkim,MCA,PG,2016-17,45,9,32,7,1,,
Sikkim,MCA,PG,2017-18,30,19,23,9,1,,
Sikkim,MCA,PG,2018-19,30,9,14,7,1,,
Sikkim,MCA,PG,2019-20,30,2,11,8,1,,
Sikkim,MCA,PG,2020-21,30,29,0,8,1,,
Sikkim,MCA,PG,2021-22,30,16,0,2,1,5,11
Sikkim,MCA,PG,2022-23,30,0,0,0,1,,
Sikkim,Pharmacy,UG,2012-13,66,61,66,34,1,,
Sikkim,Pharmacy,UG,2013-14,66,66,66,22,1,,
Sikkim,Pharmacy,UG,2014-15,66,66,66,23,1,,
Sikkim,Pharmacy,UG,2015-16,60,60,60,22,1,,
Sikkim,Pharmacy,UG,2016-17,60,60,60,50,1,,
Sikkim,Pharmacy,UG,2017-18,60,60,60,31,1,,
Sikkim,Pharmacy,UG,2018-19,120,120,60,31,2,,
Sikkim,Pharmacy,UG,2019-20,160,160,100,38,2,,
Sikkim,Pharmacy,UG,2020-21,160,160,0,52,2,,
Sikkim,Pharmacy,UG,2021-22,160,200,0,72,2,86,104
Sikkim,Pharmacy,UG,2022-23,160,0,0,0,2,,
Sikkim,Architecture,UG,2012-13,,,,,0,,
Sikkim,Architecture,UG,2013-14,,,,,0,,
Sikkim,Architecture,UG,2014-15,,,,,0,,
Sikkim,Architecture,UG,2015-16,,,,,0,,
Sikkim,Architecture,UG,2016-17,,,,,0,,
Sikkim,Architecture,UG,2017-18,,,,,0,,
Sikkim,Architecture,UG,2018-19,,,,,0,,
Sikkim,Architecture,UG,2019-20,,,,,0,,
Sikkim,Architecture,UG,2020-21,,,,,0,,
Sikkim,Architecture,UG,2021-22,,,,,0,,
Sikkim,Architecture,UG,2022-23,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2012-13,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2013-14,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2014-15,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2015-16,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2016-17,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2017-18,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2018-19,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2019-20,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2020-21,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2021-22,,,,,0,,
Sikkim,Hotel Management and Catering,UG,2022-23,,,,,0,,
Tamil Nadu,Engineering and Technology,UG,2012-13,256712,177983,113825,63446,512,,
Tamil Nadu,Engineering and Technology,UG,2013-14,280569,177000,128527,69101,525,,
Tamil Nadu,Engineering and Technology,UG,2014-15,291144,161520,136754,79709,532,,
Tamil Nadu,Engineering and Technology,UG,2015-16,285254,160941,143515,88629,533,,
Tamil Nadu,Engineering and Technology,UG,2016-17,279397,146020,148310,87222,527,,
Tamil Nadu,Engineering and Technology,UG,2017-18,269311,147771,128209,80538,523,,
Tamil Nadu,Engineering and Technology,UG,2018-19,297500,143519,137450,96488,533,,
Tamil Nadu,Engineering and Technology,UG,2019-20,280027,150946,118043,91075,520,,
Tamil Nadu,Engineering and Technology,UG,2020-21,265374,138447,35864,84940,506,,
Tamil Nadu,Engineering and Technology,UG,2021-22,250592,161324,99626,99206,490,46865,97734
Tamil Nadu,Engineering and Technology,UG,2022-23,258876,4080,0,5311,485,,
Tamil Nadu,Engineering and Technology,PG,2012-13,23801,19385,10980,2813,342,,
Tamil Nadu,Engineering and Technology,PG,2013-14,31749,22362,14472,3494,385,,
Tamil Nadu,Engineering and Technology,PG,2014-15,36245,17357,16557,4819,409,,
Tamil Nadu,Engineering and Technology,PG,2015-16,35288,11355,14774,4457,403,,
Tamil Nadu,Engineering and Technology,PG,2016-17,34475,10846,10551,2979,398,,
Tamil Nadu,Engineering and Technology,PG,2017-18,32948,10944,8292,2636,390,,
Tamil Nadu,Engineering and Technology,PG,2018-19,38799,12244,9419,3834,397,,
Tamil Nadu,Engineering and Technology,PG,2019-20,36311,10137,8742,3961,384,,
Tamil Nadu,Engineering and Technology,PG,2020-21,30285,10695,3015,3324,357,,
Tamil Nadu,Engineering and Technology,PG,2021-22,27836,11272,6100,4220,352,4280,6276
Tamil Nadu,Engineering and Technology,PG,2022-23,27024,143,0,330,350,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2012-13,188129,130712,86019,54146,467,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2013-14,203044,119656,90316,58892,476,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2014-15,211148,112203,94103,63078,483,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2015-16,214688,114614,87877,60688,501,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2016-17,212170,116608,84874,62335,504,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2017-18,207841,114152,81054,62637,501,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2018-19,197589,109636,79019,65004,488,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2019-20,186637,93124,83161,70314,480,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2020-21,183654,68024,6229,71234,487,,
Tamil Nadu,Engineering and Technology,DIPLOMA,2021-22,178081,62509,53398,61181,481,5309,47705
Tamil Nadu,Engineering and Technology,DIPLOMA,2022-23,172050,2826,0,6789,475,,
Tamil Nadu,Management,PG,2012-13,36457,20987,16284,9569,412,,
Tamil Nadu,Management,PG,2013-14,37387,18107,17035,10351,409,,
Tamil Nadu,Management,PG,2014-15,34672,17890,14501,9153,382,,
Tamil Nadu,Management,PG,2015-16,32752,16774,14336,8806,365,,
Tamil Nadu,Management,PG,2016-17,31036,17147,14506,8943,353,,
Tamil Nadu,Management,PG,2017-18,30042,18396,13862,8728,346,,
Tamil Nadu,Management,PG,2018-19,31797,19163,15146,10662,363,,
Tamil Nadu,Management,PG,2019-20,31254,19206,12987,10306,358,,
Tamil Nadu,Management,PG,2020-21,29786,18422,3559,8753,350,,
Tamil Nadu,Management,PG,2021-22,29660,21230,12342,10544,349,8581,12278
Tamil Nadu,Management,PG,2022-23,33040,544,0,1128,360,,
Tamil Nadu,MCA,PG,2012-13,20675,9211,9321,4162,305,,
Tamil Nadu,MCA,PG,2013-14,19905,5668,9715,4403,294,,
Tamil Nadu,MCA,PG,2014-15,17220,4195,9660,4333,261,,
Tamil Nadu,MCA,PG,2015-16,15515,3824,7852,3398,236,,
Tamil Nadu,MCA,PG,2016-17,14234,4003,6490,2891,222,,
Tamil Nadu,MCA,PG,2017-18,13319,3620,5389,2353,208,,
Tamil Nadu,MCA,PG,2018-19,12936,3934,5629,3113,207,,
Tamil Nadu,MCA,PG,2019-20,10941,3772,4595,2762,193,,
Tamil Nadu,MCA,PG,2020-21,10636,5599,1241,2315,184,,
Tamil Nadu,MCA,PG,2021-22,10363,6772,3829,2966,177,2889,3782
Tamil Nadu,MCA,PG,2022-23,11229,257,0,392,183,,
Tamil Nadu,Pharmacy,UG,2012-13,2370,2042,960,629,39,,
Tamil Nadu,Pharmacy,UG,2013-14,2466,2157,951,607,39,,
Tamil Nadu,Pharmacy,UG,2014-15,2660,2230,1067,733,39,,
Tamil Nadu,Pharmacy,UG,2015-16,2723,2382,1242,718,40,,
Tamil Nadu,Pharmacy,UG,2016-17,2948,2592,1600,1030,42,,
Tamil Nadu,Pharmacy,UG,2017-18,3508,3304,1710,1270,51,,
Tamil Nadu,Pharmacy,UG,2018-19,4978,3731,695,1349,65,,
Tamil Nadu,Pharmacy,UG,2019-20,6504,1899,511,562,81,,
Tamil Nadu,Pharmacy,UG,2020-21,1160,735,113,175,16,,
Tamil Nadu,Pharmacy,UG,2021-22,860,714,441,287,11,297,336
Tamil Nadu,Pharmacy,UG,2022-23,1160,0,0,25,14,,
Tamil Nadu,Architecture,UG,2012-13,,,,,0,,
Tamil Nadu,Architecture,UG,2013-14,,,,,0,,
Tamil Nadu,Architecture,UG,2014-15,,,,,0,,
Tamil Nadu,Architecture,UG,2015-16,680,492,184,25,9,,
Tamil Nadu,Architecture,UG,2016-17,680,548,304,96,9,,
Tamil Nadu,Architecture,UG,2017-18,620,284,394,136,9,,
Tamil Nadu,Architecture,UG,2018-19,1640,850,729,469,21,,
Tamil Nadu,Architecture,UG,2019-20,,,,,0,,
Tamil Nadu,Architecture,UG,2020-21,,,,,0,,
Tamil Nadu,Architecture,UG,2021-22,,,,,0,,
Tamil Nadu,Architecture,UG,2022-23,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2012-13,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2013-14,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2014-15,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2015-16,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2016-17,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2017-18,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2018-19,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2019-20,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2020-21,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2021-22,,,,,0,,
Tamil Nadu,Hotel Management and Catering,UG,2022-23,,,,,0,,
Telangana,Engineering and Technology,UG,2012-13,173285,86746,65358,24920,341,,
Telangana,Engineering and Technology,UG,2013-14,178730,84662,66067,25243,336,,
Telangana,Engineering and Technology,UG,2014-15,189395,77871,67744,26249,326,,
Telangana,Engineering and Technology,UG,2015-16,157178,74519,63358,26797,305,,
Telangana,Engineering and Technology,UG,2016-17,140318,74366,65322,30337,283,,
Telangana,Engineering and Technology,UG,2017-18,128945,70329,58482,29178,260,,
Telangana,Engineering and Technology,UG,2018-19,118693,70585,62209,34522,239,,
Telangana,Engineering and Technology,UG,2019-20,111790,71244,49507,35968,216,,
Telangana,Engineering and Technology,UG,2020-21,111143,70824,8197,31821,201,,
Telangana,Engineering and Technology,UG,2021-22,111738,86463,36646,39728,192,31110,46527
Telangana,Engineering and Technology,UG,2022-23,115017,3203,0,4123,192,,
Telangana,Engineering and Technology,PG,2012-13,23298,17984,8594,2444,264,,
Telangana,Engineering and Technology,PG,2013-14,32492,24823,11841,3382,285,,
Telangana,Engineering and Technology,PG,2014-15,41447,24911,15768,5002,299,,
Telangana,Engineering and Technology,PG,2015-16,35954,11841,14832,4549,280,,
Telangana,Engineering and Technology,PG,2016-17,32004,8567,10922,4154,255,,
Telangana,Engineering and Technology,PG,2017-18,27859,5526,6995,2596,218,,
Telangana,Engineering and Technology,PG,2018-19,22505,5613,5575,1784,192,,
Telangana,Engineering and Technology,PG,2019-20,18986,6176,3256,1862,163,,
Telangana,Engineering and Technology,PG,2020-21,13797,5845,1027,1530,139,,
Telangana,Engineering and Technology,PG,2021-22,12270,4460,2151,2040,134,1985,2427
Telangana,Engineering and Technology,PG,2022-23,11355,177,0,67,131,,
Telangana,Engineering and Technology,DIPLOMA,2012-13,32600,25071,9955,1575,140,,
Telangana,Engineering and Technology,DIPLOMA,2013-14,45710,36347,10692,1722,183,,
Telangana,Engineering and Technology,DIPLOMA,2014-15,61460,40336,13497,2432,235,,
Telangana,Engineering and Technology,DIPLOMA,2015-16,60500,40458,17333,3041,232,,
Telangana,Engineering and Technology,DIPLOMA,2016-17,58230,37745,96701,5519,223,,
Telangana,Engineering and Technology,DIPLOMA,2017-18,53130,33673,21663,6005,204,,
Telangana,Engineering and Technology,DIPLOMA,2018-19,51179,30445,21446,4590,192,,
Telangana,Engineering and Technology,DIPLOMA,2019-20,45905,26452,17601,4403,170,,
Telangana,Engineering and Technology,DIPLOMA,2020-21,41251,21615,2838,3597,151,,
Telangana,Engineering and Technology,DIPLOMA,2021-22,37737,22102,14042,3559,136,7190,14842
Telangana,Engineering and Technology,DIPLOMA,2022-23,37605,616,0,363,134,,
Telangana,Management,PG,2012-13,68265,36285,26361,11415,520,,
Telangana,Management,PG,2013-14,69515,39206,27739,11789,484,,
Telangana,Management,PG,2014-15,75374,35235,28936,12644,462,,
Telangana,Management,PG,2015-16,68078,32597,26355,11271,433,,
Telangana,Management,PG,2016-17,63110,30469,25753,12228,409,,
Telangana,Management,PG,2017-18,56380,30108,23178,11900,382,,
Telangana,Management,PG,2018-19,51830,30894,24100,13324,360,,
Telangana,Management,PG,2019-20,49919,29458,19684,14370,335,,
Telangana,Management,PG,2020-21,48351,29970,4938,12578,320,,
Telangana,Management,PG,2021-22,46972,26898,17854,12729,309,13638,13079
Telangana,Management,PG,2022-23,47872,1878,0,2317,305,,
Telangana,MCA,PG,2012-13,17320,1980,3339,1109,226,,
Telangana,MCA,PG,2013-14,11726,1804,2160,636,148,,
Telangana,MCA,PG,2014-15,11366,1622,1483,661,138,,
Telangana,MCA,PG,2015-16,8234,1498,1311,547,92,,
Telangana,MCA,PG,2016-17,5846,1565,1090,435,67,,
Telangana,MCA,PG,2017-18,4676,1486,973,402,58,,
Telangana,MCA,PG,2018-19,3251,1401,1100,426,41,,
Telangana,MCA,PG,2019-20,2791,1417,880,651,38,,
Telangana,MCA,PG,2020-21,2896,2105,179,596,37,,
Telangana,MCA,PG,2021-22,3196,2460,1245,870,40,1208,1219
Telangana,MCA,PG,2022-23,4606,121,0,49,45,,
Telangana,Pharmacy,UG,2012-13,18726,9562,6647,2164,160,,
Telangana,Pharmacy,UG,2013-14,18810,8093,5885,1924,159,,
Telangana,Pharmacy,UG,2014-15,19170,6596,5814,1829,156,,
Telangana,Pharmacy,UG,2015-16,16596,6793,5440,1882,151,,
Telangana,Pharmacy,UG,2016-17,14580,6591,5969,2278,145,,
Telangana,Pharmacy,UG,2017-18,13051,8007,4915,2142,137,,
Telangana,Pharmacy,UG,2018-19,11320,7791,4125,2257,131,,
Telangana,Pharmacy,UG,2019-20,10982,7147,1832,2193,127,,
Telangana,Pharmacy,UG,2020-21,7400,3800,435,1364,81,,
Telangana,Pharmacy,UG,2021-22,4500,3206,1848,1272,49,1959,1239
Telangana,Pharmacy,UG,2022-23,4600,100,0,274,50,,
Telangana,Architecture,UG,2012-13,,,,,0,,
Telangana,Architecture,UG,2013-14,,,,,0,,
Telangana,Architecture,UG,2014-15,,,,,0,,
Telangana,Architecture,UG,2015-16,785,279,161,161,4,,
Telangana,Architecture,UG,2016-17,665,184,156,125,4,,
Telangana,Architecture,UG,2017-18,185,185,148,142,1,,
Telangana,Architecture,UG,2018-19,265,188,167,112,2,,
Telangana,Architecture,UG,2019-20,,,,,0,,
Telangana,Architecture,UG,2020-21,,,,,0,,
Telangana,Architecture,UG,2021-22,,,,,0,,
Telangana,Architecture,UG,2022-23,,,,,0,,
Telangana,Hotel Management and Catering,UG,2012-13,120,0,0,0,1,,
Telangana,Hotel Management and Catering,UG,2013-14,120,0,0,0,1,,
Telangana,Hotel Management and Catering,UG,2014-15,120,0,0,0,1,,
Telangana,Hotel Management and Catering,UG,2015-16,120,0,0,0,1,,
Telangana,Hotel Management and Catering,UG,2016-17,120,0,0,0,1,,
Telangana,Hotel Management and Catering,UG,2017-18,,,,,0,,
Telangana,Hotel Management and Catering,UG,2018-19,,,,,0,,
