institution_type,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
State Private University,MCA,PG,2019-20,,,,,0,,
State Private University,MCA,PG,2020-21,1540,1384,0,396,20,,
State Private University,MCA,PG,2021-22,1840,1454,756,622,23,528,924
State Private University,MCA,PG,2022-23,2020,138,0,44,23,,
State Private University,Pharmacy,UG,2012-13,,,,,0,,
State Private University,Pharmacy,UG,2013-14,,,,,0,,
State Private University,Pharmacy,UG,2014-15,,,,,0,,
State Private University,Pharmacy,UG,2015-16,,,,,0,,
State Private University,Pharmacy,UG,2016-17,,,,,0,,
State Private University,Pharmacy,UG,2017-18,,,,,0,,
State Private University,Pharmacy,UG,2018-19,,,,,0,,
State Private University,Pharmacy,UG,2019-20,,,,,0,,
State Private University,Pharmacy,UG,2020-21,1160,1030,0,175,13,,
State Private University,Pharmacy,UG,2021-22,1260,848,541,221,14,362,476
State Private University,Pharmacy,UG,2022-23,1040,109,0,3,12,,
State Private University,Architecture,UG,2012-13,,,,,0,,
State Private University,Architecture,UG,2013-14,,,,,0,,
State Private University,Architecture,UG,2014-15,,,,,0,,
State Private University,Architecture,UG,2015-16,,,,,0,,
State Private University,Architecture,UG,2016-17,,,,,0,,
State Private University,Architecture,UG,2017-18,,,,,0,,
State Private University,Architecture,UG,2018-19,,,,,0,,
State Private University,Architecture,UG,2019-20,,,,,0,,
State Private University,Architecture,UG,2020-21,,,,,0,,
State Private University,Architecture,UG,2021-22,,,,,0,,
State Private University,Architecture,UG,2022-23,,,,,0,,
State Private University,Hotel Management and Catering,UG,2012-13,,,,,0,,
State Private University,Hotel Management and Catering,UG,2013-14,,,,,0,,
State Private University,Hotel Management and Catering,UG,2014-15,,,,,0,,
State Private University,Hotel Management and Catering,UG,2015-16,,,,,0,,
State Private University,Hotel Management and Catering,UG,2016-17,,,,,0,,
State Private University,Hotel Management and Catering,UG,2017-18,,,,,0,,
State Private University,Hotel Management and Catering,UG,2018-19,,,,,0,,
State Private University,Hotel Management and Catering,UG,2019-20,,,,,0,,
State Private University,Hotel Management and Catering,UG,2020-21,270,183,0,66,4,,
State Private University,Hotel Management and Catering,UG,2021-22,330,204,0,53,5,41,163
State Private University,Hotel Management and Catering,UG,2022-23,330,40,0,0,5,,
Unaided - Private,Engineering and Technology,UG,2012-13,1441633,870383,582373,243589,3077,,
Unaided - Private,Engineering and Technology,UG,2013-14,1514037,842619,628179,262157,3072,,
Unaided - Private,Engineering and Technology,UG,2014-15,1581553,771933,671640,297175,3088,,
Unaided - Private,Engineering and Technology,UG,2015-16,1500186,749668,694674,319929,3029,,
Unaided - Private,Engineering and Technology,UG,2016-17,1423130,676729,704529,327169,2937,,
Unaided - Private,Engineering and Technology,UG,2017-18,1336352,641922,655039,308228,2850,,
Unaided - Private,Engineering and Technology,UG,2018-19,1188142,568336,634969,332080,2673,,
Unaided - Private,Engineering and Technology,UG,2019-20,1084335,554592,506706,327653,2539,,
Unaided - Private,Engineering and Technology,UG,2020-21,,,,,0,,
Unaided - Private,Engineering and Technology,UG,2021-22,,,,,0,,
Unaided - Private,Engineering and Technology,UG,2022-23,,,,,0,,
Unaided - Private,Engineering and Technology,PG,2012-13,109759,80581,37467,8889,1657,,
Unaided - Private,Engineering and Technology,PG,2013-14,147797,103074,51666,12547,1880,,
Unaided - Private,Engineering and Technology,PG,2014-15,180574,98365,65017,17505,2054,,
Unaided - Private,Engineering and Technology,PG,2015-16,170676,66741,65423,16937,2008,,
Unaided - Private,Engineering and Technology,PG,2016-17,161389,48394,51429,14412,1938,,
Unaided - Private,Engineering and Technology,PG,2017-18,149788,47026,39487,11636,1831,,
Unaided - Private,Engineering and Technology,PG,2018-19,132131,42663,33830,11132,1693,,
Unaided - Private,Engineering and Technology,PG,2019-20,117342,36339,24737,11124,1576,,
Unaided - Private,Engineering and Technology,PG,2020-21,,,,,0,,
Unaided - Private,Engineering and Technology,PG,2021-22,,,,,0,,
Unaided - Private,Engineering and Technology,PG,2022-23,,,,,0,,
Unaided - Private,Engineering and Technology,DIPLOMA,2012-13,728795,453433,219054,84886,2111,,
Unaided - Private,Engineering and Technology,DIPLOMA,2013-14,836574,489942,252988,96042,2426,,
Unaided - Private,Engineering and Technology,DIPLOMA,2014-15,941724,495121,266044,106078,2720,,
Unaided - Private,Engineering and Technology,DIPLOMA,2015-16,930270,475706,288031,112400,2709,,
Unaided - Private,Engineering and Technology,DIPLOMA,2016-17,903936,441581,365028,122825,2669,,
Unaided - Private,Engineering and Technology,DIPLOMA,2017-18,859044,403586,281178,132151,2597,,
Unaided - Private,Engineering and Technology,DIPLOMA,2018-19,768542,363505,263069,133903,2428,,
Unaided - Private,Engineering and Technology,DIPLOMA,2019-20,696509,342919,219011,133666,2323,,
Unaided - Private,Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
Unaided - Private,Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
Unaided - Private,Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
Unaided - Private,Management,PG,2012-13,423010,224070,168963,90253,3616,,
Unaided - Private,Management,PG,2013-14,428618,221271,174751,97285,3481,,
Unaided - Private,Management,PG,2014-15,432131,235469,175422,98643,3323,,
Unaided - Private,Management,PG,2015-16,409460,236735,175304,95632,3191,,
Unaided - Private,Management,PG,2016-17,389039,219959,172449,99975,3074,,
Unaided - Private,Management,PG,2017-18,369941,223092,167162,98865,2972,,
Unaided - Private,Management,PG,2018-19,338400,212684,169567,103908,2785,,
Unaided - Private,Management,PG,2019-20,333578,214909,144904,104670,2720,,
Unaided - Private,Management,PG,2020-21,,,,,0,,
Unaided - Private,Management,PG,2021-22,,,,,0,,
Unaided - Private,Management,PG,2022-23,,,,,0,,
Unaided - Private,MCA,PG,2012-13,122834,47886,45123,19221,1573,,
Unaided - Private,MCA,PG,2013-14,112920,34602,45020,19498,1395,,
Unaided - Private,MCA,PG,2014-15,106632,29841,45396,20658,1295,,
Unaided - Private,MCA,PG,2015-16,97018,29218,38567,18068,1174,,
Unaided - Private,MCA,PG,2016-17,83596,26654,30597,15080,1055,,
Unaided - Private,MCA,PG,2017-18,75068,25434,27376,13504,988,,
Unaided - Private,MCA,PG,2018-19,61359,22248,26814,14050,863,,
Unaided - Private,MCA,PG,2019-20,51703,22484,22810,13899,810,,
Unaided - Private,MCA,PG,2020-21,,,,,0,,
Unaided - Private,MCA,PG,2021-22,,,,,0,,
Unaided - Private,MCA,PG,2022-23,,,,,0,,
Unaided - Private,Pharmacy,UG,2012-13,79707,50120,32507,12921,959,,
Unaided - Private,Pharmacy,UG,2013-14,81426,48966,31120,12609,951,,
Unaided - Private,Pharmacy,UG,2014-15,83881,50788,32068,13477,941,,
Unaided - Private,Pharmacy,UG,2015-16,81525,54215,33836,13709,940,,
Unaided - Private,Pharmacy,UG,2016-17,79209,57484,36673,16551,945,,
Unaided - Private,Pharmacy,UG,2017-18,81623,63672,38578,17606,989,,
Unaided - Private,Pharmacy,UG,2018-19,87390,71395,33835,19464,1103,,
Unaided - Private,Pharmacy,UG,2019-20,115457,67903,23355,17362,1467,,
Unaided - Private,Pharmacy,UG,2020-21,,,,,0,,
Unaided - Private,Pharmacy,UG,2021-22,,,,,0,,
Unaided - Private,Pharmacy,UG,2022-23,,,,,0,,
Unaided - Private,Architecture,UG,2012-13,,,,,0,,
Unaided - Private,Architecture,UG,2013-14,,,,,0,,
Unaided - Private,Architecture,UG,2014-15,,,,,0,,
Unaided - Private,Architecture,UG,2015-16,8368,3426,1676,593,89,,
Unaided - Private,Architecture,UG,2016-17,7448,3413,1880,803,88,,
Unaided - Private,Architecture,UG,2017-18,6800,2677,2197,965,87,,
Unaided - Private,Architecture,UG,2018-19,6430,3241,2287,1260,86,,
Unaided - Private,Architecture,UG,2019-20,,,,,0,,
Unaided - Private,Architecture,UG,2020-21,,,,,0,,
Unaided - Private,Architecture,UG,2021-22,,,,,0,,
Unaided - Private,Architecture,UG,2022-23,,,,,0,,
Unaided - Private,Hotel Management and Catering,UG,2012-13,5660,2666,2032,1438,71,,
Unaided - Private,Hotel Management and Catering,UG,2013-14,5900,3066,1979,1545,72,,
Unaided - Private,Hotel Management and Catering,UG,2014-15,5720,3593,2000,1562,68,,
Unaided - Private,Hotel Management and Catering,UG,2015-16,5468,3631,1917,1412,64,,
Unaided - Private,Hotel Management and Catering,UG,2016-17,5243,3560,2177,1626,62,,
Unaided - Private,Hotel Management and Catering,UG,2017-18,5195,3690,2101,1714,63,,
Unaided - Private,Hotel Management and Catering,UG,2018-19,4849,3367,2299,1872,60,,
Unaided - Private,Hotel Management and Catering,UG,2019-20,5778,3317,1917,1738,66,,
Unaided - Private,Hotel Management and Catering,UG,2020-21,,,,,0,,
Unaided - Private,Hotel Management and Catering,UG,2021-22,,,,,0,,
Unaided - Private,Hotel Management and Catering,UG,2022-23,,,,,0,,
University Managed,Engineering and Technology,UG,2012-13,23802,19310,13383,5955,68,,
University Managed,Engineering and Technology,UG,2013-14,24322,18142,13523,5817,68,,
University Managed,Engineering and Technology,UG,2014-15,24989,17730,15286,6702,65,,
University Managed,Engineering and Technology,UG,2015-16,,,,,0,,
University Managed,Engineering and Technology,UG,2016-17,,,,,0,,
University Managed,Engineering and Technology,UG,2017-18,,,,,0,,
University Managed,Engineering and Technology,UG,2018-19,,,,,0,,
University Managed,Engineering and Technology,UG,2019-20,,,,,0,,
University Managed,Engineering and Technology,UG,2020-21,,,,,0,,
University Managed,Engineering and Technology,UG,2021-22,,,,,0,,
University Managed,Engineering and Technology,UG,2022-23,,,,,0,,
University Managed,Engineering and Technology,PG,2012-13,4370,3564,2423,659,61,,
University Managed,Engineering and Technology,PG,2013-14,4943,3835,2688,569,65,,
University Managed,Engineering and Technology,PG,2014-15,5022,3584,2887,644,62,,
University Managed,Engineering and Technology,PG,2015-16,,,,,0,,
University Managed,Engineering and Technology,PG,2016-17,,,,,0,,
University Managed,Engineering and Technology,PG,2017-18,,,,,0,,
University Managed,Engineering and Technology,PG,2018-19,,,,,0,,
University Managed,Engineering and Technology,PG,2019-20,,,,,0,,
University Managed,Engineering and Technology,PG,2020-21,,,,,0,,
University Managed,Engineering and Technology,PG,2021-22,,,,,0,,
University Managed,Engineering and Technology,PG,2022-23,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2012-13,2685,1899,818,277,6,,
University Managed,Engineering and Technology,DIPLOMA,2013-14,2610,2097,1126,332,9,,
University Managed,Engineering and Technology,DIPLOMA,2014-15,2670,1625,1277,343,9,,
University Managed,Engineering and Technology,DIPLOMA,2015-16,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2016-17,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2017-18,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2018-19,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2019-20,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
University Managed,Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
University Managed,Management,PG,2012-13,6731,4193,3717,1931,79,,
University Managed,Management,PG,2013-14,7151,4412,3976,2264,80,,
University Managed,Management,PG,2014-15,7031,4090,3747,2051,80,,
University Managed,Management,PG,2015-16,,,,,0,,
University Managed,Management,PG,2016-17,,,,,0,,
University Managed,Management,PG,2017-18,,,,,0,,
University Managed,Management,PG,2018-19,,,,,0,,
University Managed,Management,PG,2019-20,60,60,63,42,1,,
University Managed,Management,PG,2020-21,,,,,0,,
University Managed,Management,PG,2021-22,,,,,0,,
University Managed,Management,PG,2022-23,,,,,0,,
University Managed,MCA,PG,2012-13,3108,2213,1861,941,51,,
University Managed,MCA,PG,2013-14,3188,2057,1815,962,52,,
University Managed,MCA,PG,2014-15,3188,1789,2079,949,50,,
University Managed,MCA,PG,2015-16,,,,,0,,
University Managed,MCA,PG,2016-17,,,,,0,,
University Managed,MCA,PG,2017-18,,,,,0,,
University Managed,MCA,PG,2018-19,,,,,0,,
University Managed,MCA,PG,2019-20,,,,,0,,
University Managed,MCA,PG,2020-21,,,,,0,,
University Managed,MCA,PG,2021-22,,,,,0,,
University Managed,MCA,PG,2022-23,,,,,0,,
University Managed,Pharmacy,UG,2012-13,2061,1531,1125,388,30,,
University Managed,Pharmacy,UG,2013-14,2061,1433,1074,382,30,,
University Managed,Pharmacy,UG,2014-15,1881,1488,1015,287,27,,
University Managed,Pharmacy,UG,2015-16,,,,,0,,
University Managed,Pharmacy,UG,2016-17,,,,,0,,
University Managed,Pharmacy,UG,2017-18,,,,,0,,
University Managed,Pharmacy,UG,2018-19,,,,,0,,
University Managed,Pharmacy,UG,2019-20,,,,,0,,
University Managed,Pharmacy,UG,2020-21,,,,,0,,
University Managed,Pharmacy,UG,2021-22,,,,,0,,
University Managed,Pharmacy,UG,2022-23,,,,,0,,
University Managed,Architecture,UG,2012-13,,,,,0,,
University Managed,Architecture,UG,2013-14,,,,,0,,
University Managed,Architecture,UG,2014-15,,,,,0,,
University Managed,Architecture,UG,2015-16,,,,,0,,
University Managed,Architecture,UG,2016-17,,,,,0,,
University Managed,Architecture,UG,2017-18,,,,,0,,
University Managed,Architecture,UG,2018-19,,,,,0,,
University Managed,Architecture,UG,2019-20,,,,,0,,
University Managed,Architecture,UG,2020-21,,,,,0,,
University Managed,Architecture,UG,2021-22,,,,,0,,
University Managed,Architecture,UG,2022-23,,,,,0,,
University Managed,Hotel Management and Catering,UG,2012-13,400,130,175,113,5,,
University Managed,Hotel Management and Catering,UG,2013-14,340,89,132,86,4,,
University Managed,Hotel Management and Catering,UG,2014-15,340,161,88,44,4,,
University Managed,Hotel Management and Catering,UG,2015-16,,,,,0,,
University Managed,Hotel Management and Catering,UG,2016-17,,,,,0,,
University Managed,Hotel Management and Catering,UG,2017-18,,,,,0,,
University Managed,Hotel Management and Catering,UG,2018-19,,,,,0,,
University Managed,Hotel Management and Catering,UG,2019-20,,,,,0,,
University Managed,Hotel Management and Catering,UG,2020-21,,,,,0,,
University Managed,Hotel Management and Catering,UG,2021-22,,,,,0,,
University Managed,Hotel Management and Catering,UG,2022-23,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2012-13,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2013-14,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2014-15,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2015-16,13224,10901,10026,4020,44,,
University Managed-Govt,Engineering and Technology,UG,2016-17,14754,11791,10660,3842,49,,
University Managed-Govt,Engineering and Technology,UG,2017-18,14889,11329,10455,3468,49,,
University Managed-Govt,Engineering and Technology,UG,2018-19,17013,13165,12228,4510,53,,
University Managed-Govt,Engineering and Technology,UG,2019-20,21068,16215,10425,5344,60,,
University Managed-Govt,Engineering and Technology,UG,2020-21,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2021-22,,,,,0,,
University Managed-Govt,Engineering and Technology,UG,2022-23,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2012-13,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2013-14,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2014-15,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2015-16,3321,2249,2163,330,38,,
University Managed-Govt,Engineering and Technology,PG,2016-17,3586,1953,2102,255,39,,
University Managed-Govt,Engineering and Technology,PG,2017-18,3754,1887,1653,187,43,,
University Managed-Govt,Engineering and Technology,PG,2018-19,4775,2682,2217,334,46,,
University Managed-Govt,Engineering and Technology,PG,2019-20,5185,2952,2162,428,46,,
University Managed-Govt,Engineering and Technology,PG,2020-21,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2021-22,,,,,0,,
University Managed-Govt,Engineering and Technology,PG,2022-23,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2012-13,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2013-14,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2014-15,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2015-16,1450,1160,878,357,5,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2016-17,1450,1141,880,312,5,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2017-18,1450,1061,929,245,5,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2018-19,1450,975,737,236,5,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2019-20,1420,1129,1096,309,5,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
University Managed-Govt,Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
University Managed-Govt,Management,PG,2012-13,,,,,0,,
University Managed-Govt,Management,PG,2013-14,,,,,0,,
University Managed-Govt,Management,PG,2014-15,,,,,0,,
University Managed-Govt,Management,PG,2015-16,3101,2433,2190,1008,40,,
University Managed-Govt,Management,PG,2016-17,3401,2647,2400,1067,43,,
University Managed-Govt,Management,PG,2017-18,3401,2754,2212,1161,44,,
University Managed-Govt,Management,PG,2018-19,3331,2728,2361,1234,44,,
University Managed-Govt,Management,PG,2019-20,3537,2749,2171,1231,47,,
University Managed-Govt,Management,PG,2020-21,,,,,0,,
University Managed-Govt,Management,PG,2021-22,,,,,0,,
University Managed-Govt,Management,PG,2022-23,,,,,0,,
University Managed-Govt,MCA,PG,2012-13,,,,,0,,
University Managed-Govt,MCA,PG,2013-14,,,,,0,,
University Managed-Govt,MCA,PG,2014-15,,,,,0,,
University Managed-Govt,MCA,PG,2015-16,1785,1167,1108,496,31,,
University Managed-Govt,MCA,PG,2016-17,1885,1039,1249,561,32,,
University Managed-Govt,MCA,PG,2017-18,1945,1103,1212,529,33,,
University Managed-Govt,MCA,PG,2018-19,1975,1109,1138,638,34,,
University Managed-Govt,MCA,PG,2019-20,1858,1046,933,545,34,,
University Managed-Govt,MCA,PG,2020-21,,,,,0,,
University Managed-Govt,MCA,PG,2021-22,,,,,0,,
University Managed-Govt,MCA,PG,2022-23,,,,,0,,
University Managed-Govt,Pharmacy,UG,2012-13,,,,,0,,
University Managed-Govt,Pharmacy,UG,2013-14,,,,,0,,
University Managed-Govt,Pharmacy,UG,2014-15,,,,,0,,
University Managed-Govt,Pharmacy,UG,2015-16,958,823,636,206,18,,
University Managed-Govt,Pharmacy,UG,2016-17,1068,932,791,211,20,,
University Managed-Govt,Pharmacy,UG,2017-18,1068,1041,846,256,20,,
University Managed-Govt,Pharmacy,UG,2018-19,1183,1132,789,289,22,,
University Managed-Govt,Pharmacy,UG,2019-20,1155,1130,512,266,22,,
University Managed-Govt,Pharmacy,UG,2020-21,,,,,0,,
University Managed-Govt,Pharmacy,UG,2021-22,,,,,0,,
University Managed-Govt,Pharmacy,UG,2022-23,,,,,0,,
University Managed-Govt,Architecture,UG,2012-13,,,,,0,,
University Managed-Govt,Architecture,UG,2013-14,,,,,0,,
University Managed-Govt,Architecture,UG,2014-15,,,,,0,,
University Managed-Govt,Architecture,UG,2015-16,40,40,37,0,1,,
University Managed-Govt,Architecture,UG,2016-17,40,39,33,0,1,,
University Managed-Govt,Architecture,UG,2017-18,40,35,35,0,1,,
University Managed-Govt,Architecture,UG,2018-19,40,38,35,0,1,,
University Managed-Govt,Architecture,UG,2019-20,,,,,0,,
University Managed-Govt,Architecture,UG,2020-21,,,,,0,,
University Managed-Govt,Architecture,UG,2021-22,,,,,0,,
University Managed-Govt,Architecture,UG,2022-23,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2012-13,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2013-14,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2014-15,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2015-16,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2016-17,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2017-18,60,30,0,30,1,,
University Managed-Govt,Hotel Management and Catering,UG,2018-19,60,0,0,0,1,,
University Managed-Govt,Hotel Management and Catering,UG,2019-20,60,59,55,50,1,,
University Managed-Govt,Hotel Management and Catering,UG,2020-21,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2021-22,,,,,0,,
University Managed-Govt,Hotel Management and Catering,UG,2022-23,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2012-13,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2013-14,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2014-15,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2015-16,10140,4821,4437,2111,17,,
University Managed-Private,Engineering and Technology,UG,2016-17,10080,5676,4739,2273,18,,
University Managed-Private,Engineering and Technology,UG,2017-18,10440,5810,5638,2292,22,,
University Managed-Private,Engineering and Technology,UG,2018-19,14610,9171,6760,3934,31,,
University Managed-Private,Engineering and Technology,UG,2019-20,24810,17091,9406,5043,43,,
University Managed-Private,Engineering and Technology,UG,2020-21,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2021-22,,,,,0,,
University Managed-Private,Engineering and Technology,UG,2022-23,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2012-13,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2013-14,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2014-15,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2015-16,1128,403,458,64,16,,
University Managed-Private,Engineering and Technology,PG,2016-17,1074,383,346,113,15,,
University Managed-Private,Engineering and Technology,PG,2017-18,1026,354,379,122,14,,
University Managed-Private,Engineering and Technology,PG,2018-19,1530,571,338,140,18,,
University Managed-Private,Engineering and Technology,PG,2019-20,2509,1092,757,239,23,,
University Managed-Private,Engineering and Technology,PG,2020-21,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2021-22,,,,,0,,
University Managed-Private,Engineering and Technology,PG,2022-23,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2012-13,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2013-14,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2014-15,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2015-16,1500,444,693,64,6,,
University Managed-Private,Engineering and Technology,DIPLOMA,2016-17,2400,789,523,159,9,,
University Managed-Private,Engineering and Technology,DIPLOMA,2017-18,2280,919,500,262,8,,
University Managed-Private,Engineering and Technology,DIPLOMA,2018-19,1680,979,900,361,7,,
University Managed-Private,Engineering and Technology,DIPLOMA,2019-20,2262,1654,580,316,10,,
University Managed-Private,Engineering and Technology,DIPLOMA,2020-21,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2021-22,,,,,0,,
University Managed-Private,Engineering and Technology,DIPLOMA,2022-23,,,,,0,,
University Managed-Private,Management,PG,2012-13,,,,,0,,
University Managed-Private,Management,PG,2013-14,,,,,0,,
University Managed-Private,Management,PG,2014-15,,,,,0,,
University Managed-Private,Management,PG,2015-16,2220,1153,989,647,19,,
University Managed-Private,Management,PG,2016-17,2580,1611,1425,826,21,,
University Managed-Private,Management,PG,2017-18,2220,1739,1434,1093,21,,
University Managed-Private,Management,PG,2018-19,3698,2862,1553,1306,26,,
University Managed-Private,Management,PG,2019-20,5895,4723,2676,1895,36,,
University Managed-Private,Management,PG,2020-21,,,,,0,,
University Managed-Private,Management,PG,2021-22,,,,,0,,
University Managed-Private,Management,PG,2022-23,,,,,0,,
University Managed-Private,MCA,PG,2012-13,,,,,0,,
University Managed-Private,MCA,PG,2013-14,,,,,0,,
University Managed-Private,MCA,PG,2014-15,,,,,0,,
University Managed-Private,MCA,PG,2015-16,1185,356,643,257,13,,
University Managed-Private,MCA,PG,2016-17,1245,323,763,298,13,,
University Managed-Private,MCA,PG,2017-18,990,546,442,186,11,,
University Managed-Private,MCA,PG,2018-19,1050,686,542,306,14,,
University Managed-Private,MCA,PG,2019-20,1375,1090,550,245,19,,
University Managed-Private,MCA,PG,2020-21,,,,,0,,
University Managed-Private,MCA,PG,2021-22,,,,,0,,
University Managed-Private,MCA,PG,2022-23,,,,,0,,
University Managed-Private,Pharmacy,UG,2012-13,,,,,0,,
University Managed-Private,Pharmacy,UG,2013-14,,,,,0,,
University Managed-Private,Pharmacy,UG,2014-15,,,,,0,,
University Managed-Private,Pharmacy,UG,2015-16,760,543,313,84,8,,
University Managed-Private,Pharmacy,UG,2016-17,740,552,354,85,8,,
University Managed-Private,Pharmacy,UG,2017-18,780,588,374,144,8,,
University Managed-Private,Pharmacy,UG,2018-19,980,922,406,201,12,,
University Managed-Private,Pharmacy,UG,2019-20,1080,1005,290,159,14,,
University Managed-Private,Pharmacy,UG,2020-21,,,,,0,,
University Managed-Private,Pharmacy,UG,2021-22,,,,,0,,
University Managed-Private,Pharmacy,UG,2022-23,,,,,0,,
University Managed-Private,Architecture,UG,2012-13,,,,,0,,
University Managed-Private,Architecture,UG,2013-14,,,,,0,,
University Managed-Private,Architecture,UG,2014-15,,,,,0,,
University Managed-Private,Architecture,UG,2015-16,80,80,76,0,1,,
University Managed-Private,Architecture,UG,2016-17,80,80,80,0,1,,
University Managed-Private,Architecture,UG,2017-18,147,134,132,0,2,,
University Managed-Private,Architecture,UG,2018-19,160,157,0,0,2,,
University Managed-Private,Architecture,UG,2019-20,,,,,0,,
University Managed-Private,Architecture,UG,2020-21,,,,,0,,
University Managed-Private,Architecture,UG,2021-22,,,,,0,,
University Managed-Private,Architecture,UG,2022-23,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2012-13,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2013-14,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2014-15,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2015-16,240,92,30,48,4,,
University Managed-Private,Hotel Management and Catering,UG,2016-17,240,98,76,27,4,,
University Managed-Private,Hotel Management and Catering,UG,2017-18,150,133,110,72,3,,
University Managed-Private,Hotel Management and Catering,UG,2018-19,150,138,128,52,3,,
University Managed-Private,Hotel Management and Catering,UG,2019-20,150,123,63,62,3,,
University Managed-Private,Hotel Management and Catering,UG,2020-21,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2021-22,,,,,0,,
University Managed-Private,Hotel Management and Catering,UG,2022-23,,,,,0,,
