year,level,state,board,gender,registered,appeared,passed_annual_and_supp,pass_percentage
2024,Class X,Punjab,Punjab School Education Board,Girls,137499,134850,132050,97.92
2024,Class X,Punjab,Punjab School Education Board,Total,295030,288727,279717,96.88
2024,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Boys,562688,550087,516422,93.88
2024,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Girls,498064,489830,464177,94.76
2024,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Total,1060752,1039917,980599,94.3
2024,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Boys,22,22,22,100.0
2024,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Girls,504,504,501,99.4
2024,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Total,526,526,523,99.43
2024,Class X,Tamil Nadu,"State Board of School Education, Tamil Nadu",Boys,457586,447203,396152,88.58
2024,Class X,Tamil Nadu,"State Board of School Education, Tamil Nadu",Girls,452562,447061,422591,94.53
2024,Class X,Tamil Nadu,"State Board of School Education, Tamil Nadu",Total,910148,894264,818743,91.55
2024,Class X,Telangana,"Directorate of Government Examination, Telangana",Boys,289540,285716,247018,86.46
2024,Class X,Telangana,"Directorate of Government Examination, Telangana",Girls,270062,266830,244275,91.55
2024,Class X,Telangana,"Directorate of Government Examination, Telangana",Total,559602,552546,491293,88.91
2024,Class X,Tripura,Tripura Board of Secondary Education,Boys,15666,15666,14485,92.46
2024,Class X,Tripura,Tripura Board of Secondary Education,Girls,17932,17932,16840,93.91
2024,Class X,Tripura,Tripura Board of Secondary Education,Total,33598,33598,31325,93.23
2024,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Boys,1571054,1439243,1238422,86.05
2024,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Girls,1376281,1310121,1223604,93.4
2024,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Total,2947335,2749364,2462026,89.55
2024,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Boys,854,854,803,94.03
2024,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Girls,672,672,644,95.83
2024,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Total,1526,1526,1447,94.82
2024,Class X,Uttar Pradesh,U.P. Dayalbag Education Institute,Boys,114,114,113,99.12
2024,Class X,Uttar Pradesh,U.P. Dayalbag Education Institute,Girls,135,135,131,97.04
2024,Class X,Uttar Pradesh,U.P. Dayalbag Education Institute,Total,249,249,244,97.99
2024,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Boys,14029,14029,11063,78.86
2024,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Girls,5203,5203,4107,78.94
2024,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Total,19232,19232,15170,78.88
2024,Class X,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Boys,42250,31845,30313,95.19
2024,Class X,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Girls,39770,30071,29021,96.51
2024,Class X,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Total,82020,61916,59334,95.83
2024,Class X,Uttarakhand,Uttarakhand Board of School Education,Boys,57507,55457,50931,91.84
2024,Class X,Uttarakhand,Uttarakhand Board of School Education,Girls,58892,57655,55608,96.45
2024,Class X,Uttarakhand,Uttarakhand Board of School Education,Total,116399,113112,106539,94.19
2024,Class X,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Boys,714,680,639,93.97
2024,Class X,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Girls,40,34,33,97.06
2024,Class X,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Total,754,714,672,94.12
2024,Class X,Uttarakhand,"Bhartiya Shiksha Board, Haridwar",Boys,40,40,40,100.0
2024,Class X,Uttarakhand,"Bhartiya Shiksha Board, Haridwar",Girls,56,56,56,100.0
2024,Class X,Uttarakhand,"Bhartiya Shiksha Board, Haridwar",Total,96,96,96,100.0
2024,Class X,Uttarakhand,"Madarsa Education Board, Dehradun",Boys,304,304,197,64.8
2024,Class X,Uttarakhand,"Madarsa Education Board, Dehradun",Girls,435,435,372,85.52
2024,Class X,Uttarakhand,"Madarsa Education Board, Dehradun",Total,739,739,569,77.0
2024,Class X,West Bengal,West Bengal Board of Secondary Education,Boys,406204,403899,356198,88.19
2024,Class X,West Bengal,West Bengal Board of Secondary Education,Girls,517433,508699,409061,80.41
2024,Class X,West Bengal,West Bengal Board of Secondary Education,Total,923637,912598,765259,83.85
2024,Class X,West Bengal,West Bengal Board of Madrasah Education ##,Boys,21440,20757,18978,91.43
2024,Class X,West Bengal,West Bengal Board of Madrasah Education ##,Girls,36996,35495,31337,88.29
2024,Class X,West Bengal,West Bengal Board of Madrasah Education ##,Total,58436,56252,50315,89.45
2024,Class XII,Central,"Central Board of Secondary Education, New Delhi",Boys,904065,895398,762171,85.12
2024,Class XII,Central,"Central Board of Secondary Education, New Delhi",Girls,729665,725826,664249,91.52
2024,Class XII,Central,"Central Board of Secondary Education, New Delhi",Total,1633730,1621224,1426420,87.98
2024,Class XII,Central,"Council for the Indian School Certificate Examinations, New Delhi",Boys,53209,52766,51466,97.54
2024,Class XII,Central,"Council for the Indian School Certificate Examinations, New Delhi",Girls,47310,47135,46628,98.92
2024,Class XII,Central,"Council for the Indian School Certificate Examinations, New Delhi",Total,100519,99901,98094,98.19
2024,Class XII,Andhra Pradesh,"Andhra Pradesh, Board of Intermediate Education",Boys,263941,263941,207479,78.61
2024,Class XII,Andhra Pradesh,"Andhra Pradesh, Board of Intermediate Education",Girls,271115,271115,225489,83.17
2024,Class XII,Andhra Pradesh,"Andhra Pradesh, Board of Intermediate Education",Total,535056,535056,432968,80.92
2024,Class XII,Assam,Assam Higher Secondary Education Council,Boys,137412,133831,119014,88.93
2024,Class XII,Assam,Assam Higher Secondary Education Council,Girls,142706,140068,128437,91.7
2024,Class XII,Assam,Assam Higher Secondary Education Council,Total,280118,273899,247451,90.34
2024,Class XII,Bihar,"Bihar School Examination Board, Patna",Boys,664222,596556,536820,89.99
2024,Class XII,Bihar,"Bihar School Examination Board, Patna",Girls,617588,567710,526547,92.75
2024,Class XII,Bihar,"Bihar School Examination Board, Patna",Total,1281810,1164266,1063367,91.33
2024,Class XII,Bihar,"Bihar State Madrasa Education Board, Vidyapati Marg, Patna",Boys,10427,10114,9747,96.37
2024,Class XII,Bihar,"Bihar State Madrasa Education Board, Vidyapati Marg, Patna",Girls,19485,19143,18785,98.13
2024,Class XII,Bihar,"Bihar State Madrasa Education Board, Vidyapati Marg, Patna",Total,29912,29257,28532,97.52
2024,Class XII,Chhattisgarh,Chhattisgarh Board of Secondary Education,Boys,114804,113349,90382,79.74
2024,Class XII,Chhattisgarh,Chhattisgarh Board of Secondary Education,Girls,146627,145632,125587,86.24
2024,Class XII,Chhattisgarh,Chhattisgarh Board of Secondary Education,Total,261431,258981,215969,83.39
2024,Class XII,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Boys,64,61,47,77.05
2024,Class XII,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Girls,70,66,48,72.73
2024,Class XII,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Total,134,127,95,74.8
2024,Class XII,Chhattisgarh,"Chhattisgarh Sanskriti Vidya Mandalam, Raipur",Boys,395,395,329,83.29
2024,Class XII,Chhattisgarh,"Chhattisgarh Sanskriti Vidya Mandalam, Raipur",Girls,286,286,262,91.61
2024,Class XII,Chhattisgarh,"Chhattisgarh Sanskriti Vidya Mandalam, Raipur",Total,681,681,591,86.78
2024,Class XII,Goa,Goa Board of Secondary & Higher Secondary Education,Boys,8501,8501,7322,86.13
2024,Class XII,Goa,Goa Board of Secondary & Higher Secondary Education,Girls,9428,9428,8650,91.75
2024,Class XII,Goa,Goa Board of Secondary & Higher Secondary Education,Total,17929,17929,15972,89.08
2024,Class XII,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Boys,262925,261370,236136,90.35
2024,Class XII,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Girls,257910,256257,241874,94.39
2024,Class XII,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Total,520835,517627,478010,92.35
2024,Class XII,Haryana,Board of School Education Haryana,Boys,112995,111738,92754,83.01
2024,Class XII,Haryana,Board of School Education Haryana,Girls,109237,108450,95810,88.34
2024,Class XII,Haryana,Board of School Education Haryana,Total,222232,220188,188564,85.64
2024,Class XII,Himachal Pradesh,Himachal Pradesh Board of School Education,Boys,43992,43851,30846,70.34
2024,Class XII,Himachal Pradesh,Himachal Pradesh Board of School Education,Girls,41666,41566,32829,78.98
2024,Class XII,Himachal Pradesh,Himachal Pradesh Board of School Education,Total,85658,85417,63675,74.55
2024,Class XII,Jammu and Kashmir,Jammu and Kashmir Board of School Education,Boys,72962,72793,46566,63.97
2024,Class XII,Jammu and Kashmir,Jammu and Kashmir Board of School Education,Girls,66107,66055,46813,70.87
2024,Class XII,Jammu and Kashmir,Jammu and Kashmir Board of School Education,Total,139069,138848,93379,67.25
2024,Class XII,Jharkhand,"Jharkhand Academic Council, Ranchi",Boys,180728,155573,134058,86.17
2024,Class XII,Jharkhand,"Jharkhand Academic Council, Ranchi",Girls,193282,171358,155608,90.81
2024,Class XII,Jharkhand,"Jharkhand Academic Council, Ranchi",Total,374010,326931,289666,88.6
2024,Class XII,Karnataka,Karnataka School Examination And Assessment Board,Boys,307215,299514,257479,85.97
2024,Class XII,Karnataka,Karnataka School Examination And Assessment Board,Girls,354876,347403,317492,91.39
2024,Class XII,Karnataka,Karnataka School Examination And Assessment Board,Total,662091,646917,574971,88.88
2024,Class XII,Kerala,Kerala Higher Secondary Board,Boys,206567,204018,146386,71.75
2024,Class XII,Kerala,Kerala Higher Secondary Board,Girls,209314,208399,184184,88.38
2024,Class XII,Kerala,Kerala Higher Secondary Board,Total,415881,412417,330570,80.15
2024,Class XII,Kerala,"State Board of Vocational Higher Secondary, Kerala",Boys,18144,17976,12088,67.25
2024,Class XII,Kerala,"State Board of Vocational Higher Secondary, Kerala",Girls,10935,10872,9220,84.81
2024,Class XII,Kerala,"State Board of Vocational Higher Secondary, Kerala",Total,29079,28848,21308,73.86
2024,Class XII,Madhya Pradesh,"Board of Secondary Education Madhya Pradesh, Bhopal",Boys,387065,378971,235967,62.27
2024,Class XII,Madhya Pradesh,"Board of Secondary Education Madhya Pradesh, Bhopal",Girls,361418,356917,254678,71.35
2024,Class XII,Madhya Pradesh,"Board of Secondary Education Madhya Pradesh, Bhopal",Total,748483,735888,490645,66.67
2024,Class XII,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal(Madhya Pradesh)",Boys,3101,2850,2349,82.42
2024,Class XII,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal(Madhya Pradesh)",Girls,1469,1349,1129,83.69
2024,Class XII,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal(Madhya Pradesh)",Total,4570,4199,3478,82.83
2024,Class XII,Madhya Pradesh,"Maharshi Sandipani Rashtriya veda Sanskrit Shiksha Board, Ujjain",Boys,553,544,474,87.13
2024,Class XII,Madhya Pradesh,"Maharshi Sandipani Rashtriya veda Sanskrit Shiksha Board, Ujjain",Girls,0,0,0,
2024,Class XII,Madhya Pradesh,"Maharshi Sandipani Rashtriya veda Sanskrit Shiksha Board, Ujjain",Total,553,544,474,87.13
2024,Class XII,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Boys,850592,844798,740701,87.68
2024,Class XII,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Girls,707028,702568,652164,92.83
2024,Class XII,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Total,1557620,1547366,1392865,90.02
2024,Class XII,Manipur,"Council of Higher Secondary Education, Manipur",Boys,15943,15802,15358,97.19
2024,Class XII,Manipur,"Council of Higher Secondary Education, Manipur",Girls,15406,15323,14928,97.42
2024,Class XII,Manipur,"Council of Higher Secondary Education, Manipur",Total,31349,31125,30286,97.3
2024,Class XII,Meghalaya,Meghalaya Board of School Education,Boys,13751,13386,10270,76.72
2024,Class XII,Meghalaya,Meghalaya Board of School Education,Girls,20594,20176,16725,82.9
2024,Class XII,Meghalaya,Meghalaya Board of School Education,Total,34345,33562,26995,80.43
2024,Class XII,Mizoram,Mizoram Board of School Education,Boys,5557,5457,4284,78.5
2024,Class XII,Mizoram,Mizoram Board of School Education,Girls,6437,6367,4961,77.92
2024,Class XII,Mizoram,Mizoram Board of School Education,Total,11994,11824,9245,78.19
2024,Class XII,Nagaland,Nagaland Board of School Education,Boys,8154,8031,6395,79.63
2024,Class XII,Nagaland,Nagaland Board of School Education,Girls,9698,9605,8257,85.97
2024,Class XII,Nagaland,Nagaland Board of School Education,Total,17852,17636,14652,83.08
2024,Class XII,New Delhi,Rashtriya Sanskrit Sansthan New delhi,Boys,783,783,657,83.91
2024,Class XII,New Delhi,Rashtriya Sanskrit Sansthan New delhi,Girls,364,364,332,91.21
2024,Class XII,New Delhi,Rashtriya Sanskrit Sansthan New delhi,Total,1147,1147,989,86.22
2024,Class XII,New Delhi,Delhi Board of School Education (DBSE),Boys,501,501,501,100.0
2024,Class XII,New Delhi,Delhi Board of School Education (DBSE),Girls,235,235,235,100.0
2024,Class XII,New Delhi,Delhi Board of School Education (DBSE),Total,736,736,736,100.0
2024,Class XII,Odisha,"Council of Higher Secondary Education, Odisha",Boys,186876,184358,142952,77.54
2024,Class XII,Odisha,"Council of Higher Secondary Education, Odisha",Girls,199384,197533,172150,87.15
2024,Class XII,Odisha,"Council of Higher Secondary Education, Odisha",Total,386260,381891,315102,82.51
2024,Class XII,Punjab,Punjab School Education Board,Boys,156804,154446,140182,90.76
2024,Class XII,Punjab,Punjab School Education Board,Girls,132622,131418,125849,95.76
2024,Class XII,Punjab,Punjab School Education Board,Total,289426,285864,266031,93.06
2024,Class XII,Rajasthan,"Board of Secondary Education, Rajasthan",Boys,462548,455432,441764,97.0
2024,Class XII,Rajasthan,"Board of Secondary Education, Rajasthan",Girls,402646,398967,393625,98.66
2024,Class XII,Rajasthan,"Board of Secondary Education, Rajasthan",Total,865194,854399,835389,97.78
2024,Class XII,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Boys,11,11,11,100.0
2024,Class XII,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Girls,923,923,920,99.67
2024,Class XII,Rajasthan,"Banasthali Vidyapith , Rajasthan#",Total,934,934,931,99.68
2024,Class XII,Tamil Nadu,"State Board of School Education, Tamil Nadu",Boys,358272,352165,325305,92.37
2024,Class XII,Tamil Nadu,"State Board of School Education, Tamil Nadu",Girls,414076,408441,393891,96.44
2024,Class XII,Tamil Nadu,"State Board of School Education, Tamil Nadu",Total,772348,760606,719196,94.56
2024,Class XII,Telangana,Telangana State Board of Intermediate Education,Boys,290177,258820,182194,70.39
2024,Class XII,Telangana,Telangana State Board of Intermediate Education,Girls,268978,250254,207053,82.74
2024,Class XII,Telangana,Telangana State Board of Intermediate Education,Total,559155,509074,389247,76.46
2024,Class XII,Tripura,Tripura Board of Secondary Education **,Boys,11811,11811,10720,90.76
2024,Class XII,Tripura,Tripura Board of Secondary Education **,Girls,13467,13467,12689,94.22
2024,Class XII,Tripura,Tripura Board of Secondary Education **,Total,25278,25278,23409,92.61
2024,Class XII,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Boys,1428307,1341356,1043289,77.78
2024,Class XII,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Girls,1149700,1111474,982778,88.42
2024,Class XII,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Total,2578007,2452830,2026067,82.6
2024,Class XII,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Boys,1737,1737,1623,93.44
2024,Class XII,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Girls,1278,1278,1265,98.98
2024,Class XII,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Total,3015,3015,2888,95.79
2024,Class XII,Uttar Pradesh,U.P. Dayalbag Education Institute,Boys,87,87,87,100.0
2024,Class XII,Uttar Pradesh,U.P. Dayalbag Education Institute,Girls,124,124,124,100.0
2024,Class XII,Uttar Pradesh,U.P. Dayalbag Education Institute,Total,211,211,211,100.0
2024,Class XII,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Boys,9299,9299,7387,79.44
2024,Class XII,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Girls,3315,3315,2639,79.61
2024,Class XII,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Total,12614,12614,10026,79.48
2024,Class XII,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Boys,10504,8834,8691,98.38
2024,Class XII,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Girls,11128,9925,9838,99.12
2024,Class XII,Uttar Pradesh,U.P. Board of Madrasa Education (mats),Total,21632,18759,18529,98.77
2024,Class XII,Uttarakhand,Uttarakhand Board of School Education,Boys,45599,44163,38513,87.21
2024,Class XII,Uttarakhand,Uttarakhand Board of School Education,Girls,49181,48382,45130,93.28
2024,Class XII,Uttarakhand,Uttarakhand Board of School Education,Total,94780,92545,83643,90.38
2024,Class XII,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Boys,662,624,615,98.56
2024,Class XII,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Girls,60,55,53,96.36
2024,Class XII,Uttarakhand,Uttarakhand Sanskriti Shiksha Parishad,Total,722,679,668,98.38
2024,Class XII,Uttarakhand,"Madarsa Education Board, Dehradun",Boys,114,113,84,74.34
2024,Class XII,Uttarakhand,"Madarsa Education Board, Dehradun",Girls,224,223,164,73.54
2024,Class XII,Uttarakhand,"Madarsa Education Board, Dehradun",Total,338,336,248,73.81
2024,Class XII,West Bengal,West Bengal council of Higher Secondary Education,Boys,446449,437414,380759,87.05
2024,Class XII,West Bengal,West Bengal council of Higher Secondary Education,Girls,343490,340044,311454,91.59
2024,Class XII,West Bengal,West Bengal council of Higher Secondary Education,Total,789939,777458,692213,89.04
2024,Class XII,West Bengal,West Bengal Board of Madrasah Education,Boys,3193,3068,2964,96.61
2024,Class XII,West Bengal,West Bengal Board of Madrasah Education,Girls,3258,3002,2657,88.51
2024,Class XII,West Bengal,West Bengal Board of Madrasah Education,Total,6451,6070,5621,92.6
