year,level,state,board,gender,registered,appeared,passed_annual_and_supp,pass_percentage
2020,Class X,Central,"Central Board of Secondary Education, New Delhi",Boys,,1112826,1042110,93.65
2020,Class X,Central,"Central Board of Secondary Education, New Delhi",Girls,,791977,761881,96.2
2020,Class X,Central,"Central Board of Secondary Education, New Delhi",Total,,1904803,1803991,94.71
2020,Class X,Central,"Council for the Indian School Certificate Examinations, New Delhi",Boys,,112667,111686,99.13
2020,Class X,Central,"Council for the Indian School Certificate Examinations, New Delhi",Girls,,95236,94950,99.7
2020,Class X,Central,"Council for the Indian School Certificate Examinations, New Delhi",Total,,207903,206636,99.39
2020,Class X,Andhra Pradesh,"Andhra Pradesh, Board of Secondary Education",Boys,,326749,326749,100.0
2020,Class X,Andhra Pradesh,"Andhra Pradesh, Board of Secondary Education",Girls,,310600,310600,100.0
2020,Class X,Andhra Pradesh,"Andhra Pradesh, Board of Secondary Education",Total,,637349,637349,100.0
2020,Class X,Assam,Assam Board of Secondary Education,Boys,,160793,107632,66.94
2020,Class X,Assam,Assam Board of Secondary Education,Girls,,181431,114152,62.92
2020,Class X,Assam,Assam Board of Secondary Education,Total,,342224,221784,64.81
2020,Class X,Assam,"State Madarsa Education Board, Assam",Boys,,734,524,71.39
2020,Class X,Assam,"State Madarsa Education Board, Assam",Girls,,395,323,81.77
2020,Class X,Assam,"State Madarsa Education Board, Assam",Total,,1129,847,75.02
2020,Class X,Bihar,"Bihar School Examination Board, Patna",Boys,,673872,611714,90.78
2020,Class X,Bihar,"Bihar School Examination Board, Patna",Girls,,691927,604450,87.36
2020,Class X,Bihar,"Bihar School Examination Board, Patna",Total,,1365799,1216164,89.04
2020,Class X,Bihar,"Bihar State Madarsa Education Board, Vidyapati Marg, Patna",Boys,,24918,21822,87.58
2020,Class X,Bihar,"Bihar State Madarsa Education Board, Vidyapati Marg, Patna",Girls,,45410,42611,93.84
2020,Class X,Bihar,"Bihar State Madarsa Education Board, Vidyapati Marg, Patna",Total,,70328,64433,91.62
2020,Class X,Bihar,Bihar Sanskrit Shiksha Board Patna,Boys,,8236,8122,98.62
2020,Class X,Bihar,Bihar Sanskrit Shiksha Board Patna,Girls,,8859,8859,100.0
2020,Class X,Bihar,Bihar Sanskrit Shiksha Board Patna,Total,,17095,16981,99.33
2020,Class X,Chhattisgarh,Chhattisgarh Board of Secondary Education,Boys,,177983,125565,70.55
2020,Class X,Chhattisgarh,Chhattisgarh Board of Secondary Education,Girls,,206622,157664,76.31
2020,Class X,Chhattisgarh,Chhattisgarh Board of Secondary Education,Total,,384605,283229,73.64
2020,Class X,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Boys,,90,81,90.0
2020,Class X,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Girls,,37,35,94.59
2020,Class X,Chhattisgarh,"Chhattisgarh Madarsa Board, Raipur",Total,,127,116,91.34
2020,Class X,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam, Raipur",Boys,,545,533,97.8
2020,Class X,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam, Raipur",Girls,,346,346,100.0
2020,Class X,Chhattisgarh,"Chhattisgarh Sanskrit VidyaMandalam, Raipur",Total,,891,879,98.65
2020,Class X,Goa,Goa Board of Secondary & Higher Secondary Education,Boys,,9786,9100,92.99
2020,Class X,Goa,Goa Board of Secondary & Higher Secondary Education,Girls,,9896,9418,95.17
2020,Class X,Goa,Goa Board of Secondary & Higher Secondary Education,Total,,19682,18518,94.09
2020,Class X,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Boys,,454325,255843,56.31
2020,Class X,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Girls,,344080,227223,66.04
2020,Class X,Gujarat,Gujarat Secondary & Higher Secondary Education Board,Total,,798405,483066,60.5
2020,Class X,Haryana,Board of School Education Haryana,Boys,,186653,113350,60.73
2020,Class X,Haryana,Board of School Education Haryana,Girls,,152896,107456,70.28
2020,Class X,Haryana,Board of School Education Haryana,Total,,339549,220806,65.03
2020,Class X,Himachal Pradesh,Himachal Pradesh Board of School Education,Boys,,52644,35623,67.67
2020,Class X,Himachal Pradesh,Himachal Pradesh Board of School Education,Girls,,49044,36397,74.21
2020,Class X,Himachal Pradesh,Himachal Pradesh Board of School Education,Total,,101688,72020,70.82
2020,Class X,Jammu and Kashmir,Jammu and Kashmir State Board of School Education,Boys,,169713,118002,69.53
2020,Class X,Jammu and Kashmir,Jammu and Kashmir State Board of School Education,Girls,,129088,95261,73.8
2020,Class X,Jammu and Kashmir,Jammu and Kashmir State Board of School Education,Total,,298801,213263,71.37
2020,Class X,Jharkhand,"Jharkhand Academic Council, Ranchi",Boys,,180162,136682,75.87
2020,Class X,Jharkhand,"Jharkhand Academic Council, Ranchi",Girls,,204455,151803,74.25
2020,Class X,Jharkhand,"Jharkhand Academic Council, Ranchi",Total,,384617,288485,75.01
2020,Class X,Karnataka,"Karnataka, Secondary Education Examination Board",Boys,,436207,293793,67.35
2020,Class X,Karnataka,"Karnataka, Secondary Education Examination Board",Girls,,392911,305649,77.79
2020,Class X,Karnataka,"Karnataka, Secondary Education Examination Board",Total,,829118,599442,72.3
2020,Class X,Kerala,Kerala Board of Public Examination,Boys,,216757,215739,99.53
2020,Class X,Kerala,Kerala Board of Public Examination,Girls,,206551,206239,99.85
2020,Class X,Kerala,Kerala Board of Public Examination,Total,,423308,421978,99.69
2020,Class X,Madhya Pradesh,Board of Secondary Education Madhya Pradesh,Boys,,594395,346709,58.33
2020,Class X,Madhya Pradesh,Board of Secondary Education Madhya Pradesh,Girls,,503449,331412,65.83
2020,Class X,Madhya Pradesh,Board of Secondary Education Madhya Pradesh,Total,,1097844,678121,61.77
2020,Class X,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal (Madhya Pradesh)",Boys,,2604,2535,97.35
2020,Class X,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal (Madhya Pradesh)",Girls,,1015,987,97.24
2020,Class X,Madhya Pradesh,"Maharshi Patanjali Sanskrit Sansthan,Bhopal (Madhya Pradesh)",Total,,3619,3522,97.32
2020,Class X,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Boys,,968093,885428,91.46
2020,Class X,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Girls,,784156,751690,95.86
2020,Class X,Maharashtra,Maharashtra State Board of Secondary & Higher Secondary Education,Total,,1752249,1637118,93.43
2020,Class X,Manipur,"Board of Secondary Education, Manipur",Boys,,19039,15190,79.78
2020,Class X,Manipur,"Board of Secondary Education, Manipur",Girls,,19625,15235,77.63
2020,Class X,Manipur,"Board of Secondary Education, Manipur",Total,,38664,30425,78.69
2020,Class X,Meghalaya,Meghalaya Board of School Education,Boys,,22258,10996,49.4
2020,Class X,Meghalaya,Meghalaya Board of School Education,Girls,,27819,14205,51.06
2020,Class X,Meghalaya,Meghalaya Board of School Education,Total,,50077,25201,50.32
2020,Class X,Mizoram Nagaland,Mizoram Board of School Education,Boys,,8422,5919,70.28
2020,Class X,Mizoram Nagaland,Mizoram Board of School Education,Girls,,9614,6474,67.34
2020,Class X,Mizoram Nagaland,Mizoram Board of School Education,Total,,18036,12393,68.71
2020,Class X,Mizoram Nagaland,Nagaland Board of School Education,Boys,,10443,7210,69.04
2020,Class X,Mizoram Nagaland,Nagaland Board of School Education,Girls,,11949,8470,70.88
2020,Class X,Mizoram Nagaland,Nagaland Board of School Education,Total,,22392,15680,70.03
2020,Class X,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,Boys,,585,585,100.0
2020,Class X,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,Girls,,359,359,100.0
2020,Class X,New Delhi,Rashtriya Sanskrit Sansthan New Delhi,Total,,944,944,100.0
2020,Class X,Odisha,"Board of Secondary Education, Odisha",Boys,,248286,200322,80.68
2020,Class X,Odisha,"Board of Secondary Education, Odisha",Girls,,263391,220447,83.7
2020,Class X,Odisha,"Board of Secondary Education, Odisha",Total,,511677,420769,82.23
2020,Class X,Punjab,Punjab School Education Board,Boys,,186642,185230,99.24
2020,Class X,Punjab,Punjab School Education Board,Girls,,153123,152306,99.47
2020,Class X,Punjab,Punjab School Education Board,Total,,339765,337536,99.34
2020,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Boys,,633482,536650,84.71
2020,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Girls,,518336,449892,86.8
2020,Class X,Rajasthan,"Board of Secondary Education, Rajasthan",Total,,1151818,986542,85.65
2020,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan",Boys,,17,17,100.0
2020,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan",Girls,,362,362,100.0
2020,Class X,Rajasthan,"Banasthali Vidyapith , Rajasthan",Total,,379,379,100.0
2020,Class X,Tamil Nadu,State Board of School Education Tamil Nadu,Boys,,498306,477789,95.88
2020,Class X,Tamil Nadu,State Board of School Education Tamil Nadu,Girls,,479360,471558,98.37
2020,Class X,Tamil Nadu,State Board of School Education Tamil Nadu,Total,,977666,949347,97.1
2020,Class X,Telangana,"Directorate of Government Examination, Telangana State",Boys,,273951,273943,100.0
2020,Class X,Telangana,"Directorate of Government Examination, Telangana State",Girls,,260887,260884,100.0
2020,Class X,Telangana,"Directorate of Government Examination, Telangana State",Total,,534838,534827,100.0
2020,Class X,Tripura,Tripura Board of Secondary Education,Boys,,22836,15265,66.85
2020,Class X,Tripura,Tripura Board of Secondary Education,Girls,,26158,16652,63.66
2020,Class X,Tripura,Tripura Board of Secondary Education,Total,,48994,31917,65.14
2020,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Boys,,1490911,1190274,79.84
2020,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Girls,,1281860,1118644,87.27
2020,Class X,Uttar Pradesh,Madhyamik Shiksha Parishad Uttar Pradesh,Total,,2772771,2308918,83.27
2020,Class X,Uttar Pradesh,U.P. Dayalbagh Education Institute,Boys,,143,143,100.0
2020,Class X,Uttar Pradesh,U.P. Dayalbagh Education Institute,Girls,,210,210,100.0
2020,Class X,Uttar Pradesh,U.P. Dayalbagh Education Institute,Total,,353,353,100.0
2020,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Boys,,17218,16756,97.32
2020,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Girls,,5391,5255,97.48
2020,Class X,Uttar Pradesh,UP Board of Secondary Sanskrit Education,Total,,22609,22011,97.36
2020,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Boys,,744,730,98.12
2020,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Girls,,681,649,95.3
2020,Class X,Uttar Pradesh,Aligarh Muslim University Board of Secondary & Sr.Secondary Education,Total,,1425,1379,96.77
2020,Class X,Uttarakhand,Uttarakhand Board of School Education,Boys,,77140,53511,69.37
2020,Class X,Uttarakhand,Uttarakhand Board of School Education,Girls,,73248,59682,81.48
2020,Class X,Uttarakhand,Uttarakhand Board of School Education,Total,,150388,113193,75.27
2020,Class X,Uttarakhand,Uttarakhand Sanskrit Shiksha Parishad,Boys,,789,773,97.97
2020,Class X,Uttarakhand,Uttarakhand Sanskrit Shiksha Parishad,Girls,,68,64,94.12
2020,Class X,Uttarakhand,Uttarakhand Sanskrit Shiksha Parishad,Total,,857,837,97.67
2020,Class X,West Bengal,West Bengal Board of Secondary Education**,Boys,,437954,387478,88.47
2020,Class X,West Bengal,West Bengal Board of Secondary Education**,Girls,,565656,455839,80.59
2020,Class X,West Bengal,West Bengal Board of Secondary Education**,Total,,1003610,843317,84.03
2020,Class X,West Bengal,West Bengal Board of Madarsa Education,Boys,,15733,13873,88.18
2020,Class X,West Bengal,West Bengal Board of Madarsa Education,Girls,,35400,29605,83.63
2020,Class X,West Bengal,West Bengal Board of Madarsa Education,Total,,51133,43478,85.03
2020,Class XII,Central,"Central Board of Secondary Education, New Delhi",Boys,,714324,623877,87.34
2020,Class XII,Central,"Central Board of Secondary Education, New Delhi",Girls,,531007,502405,94.61
2020,Class XII,Central,"Central Board of Secondary Education, New Delhi",Total,,1245331,1126282,90.44
2020,Class XII,Central,"Council for the Indian School Certificate Examinations, New Delhi",Boys,,47434,45960,96.89
