programme,social_category,gender,out_turn
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Scheduled Tribe,Male,138
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Scheduled Tribe,Female,231
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Scheduled Tribe,Total,369
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Backward Classes,Male,1293
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Backward Classes,Female,2203
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Backward Classes,Total,3496
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Persons with Disability,Male,0
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Persons with Disability,Female,1
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Persons with Disability,Total,1
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Muslim,Male,201
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Muslim,Female,387
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Muslim,Total,588
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Minority Communities,Male,45
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Minority Communities,Female,172
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,Other Minority Communities,Total,217
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,EWS,Male,32
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,EWS,Female,37
B.H.M.S.-Bachelor of Homeopathic Medicine and Surgery,EWS,Total,69
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",All Categories,Male,1818
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",All Categories,Female,815
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",All Categories,Total,2633
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Caste,Male,98
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Caste,Female,65
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Caste,Total,163
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Tribe,Male,44
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Tribe,Female,29
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Scheduled Tribe,Total,73
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Backward Classes,Male,209
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Backward Classes,Female,94
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Backward Classes,Total,303
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Persons with Disability,Male,0
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Persons with Disability,Female,0
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Persons with Disability,Total,0
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Muslim,Male,39
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Muslim,Female,16
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Muslim,Total,55
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Minority Communities,Male,29
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Minority Communities,Female,15
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",Other Minority Communities,Total,44
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",EWS,Male,0
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",EWS,Female,0
"B.H.M.T.T.-Bachelor of Hotel Management, Travel and Tourism",EWS,Total,0
B.H.T.M.-Bachelor of Hotel and Tourism Management,All Categories,Male,387
B.H.T.M.-Bachelor of Hotel and Tourism Management,All Categories,Female,196
B.H.T.M.-Bachelor of Hotel and Tourism Management,All Categories,Total,583
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Caste,Male,24
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Caste,Female,20
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Caste,Total,44
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Tribe,Male,8
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Tribe,Female,10
B.H.T.M.-Bachelor of Hotel and Tourism Management,Scheduled Tribe,Total,18
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Backward Classes,Male,69
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Backward Classes,Female,26
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Backward Classes,Total,95
B.H.T.M.-Bachelor of Hotel and Tourism Management,Persons with Disability,Male,0
B.H.T.M.-Bachelor of Hotel and Tourism Management,Persons with Disability,Female,1
B.H.T.M.-Bachelor of Hotel and Tourism Management,Persons with Disability,Total,1
B.H.T.M.-Bachelor of Hotel and Tourism Management,Muslim,Male,8
B.H.T.M.-Bachelor of Hotel and Tourism Management,Muslim,Female,6
B.H.T.M.-Bachelor of Hotel and Tourism Management,Muslim,Total,14
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Minority Communities,Male,15
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Minority Communities,Female,8
B.H.T.M.-Bachelor of Hotel and Tourism Management,Other Minority Communities,Total,23
B.H.T.M.-Bachelor of Hotel and Tourism Management,EWS,Male,2
B.H.T.M.-Bachelor of Hotel and Tourism Management,EWS,Female,4
B.H.T.M.-Bachelor of Hotel and Tourism Management,EWS,Total,6
B.I.B.F.-Bachelor of International Business and Finance,All Categories,Male,82
B.I.B.F.-Bachelor of International Business and Finance,All Categories,Female,47
B.I.B.F.-Bachelor of International Business and Finance,All Categories,Total,129
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Caste,Male,2
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Caste,Female,1
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Caste,Total,3
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Tribe,Male,2
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Tribe,Female,1
B.I.B.F.-Bachelor of International Business and Finance,Scheduled Tribe,Total,3
B.I.B.F.-Bachelor of International Business and Finance,Other Backward Classes,Male,22
B.I.B.F.-Bachelor of International Business and Finance,Other Backward Classes,Female,10
B.I.B.F.-Bachelor of International Business and Finance,Other Backward Classes,Total,32
B.I.B.F.-Bachelor of International Business and Finance,Persons with Disability,Male,0
B.I.B.F.-Bachelor of International Business and Finance,Persons with Disability,Female,0
B.I.B.F.-Bachelor of International Business and Finance,Persons with Disability,Total,0
B.I.B.F.-Bachelor of International Business and Finance,Muslim,Male,1
B.I.B.F.-Bachelor of International Business and Finance,Muslim,Female,2
B.I.B.F.-Bachelor of International Business and Finance,Muslim,Total,3
B.I.B.F.-Bachelor of International Business and Finance,Other Minority Communities,Male,6
B.I.B.F.-Bachelor of International Business and Finance,Other Minority Communities,Female,3
B.I.B.F.-Bachelor of International Business and Finance,Other Minority Communities,Total,9
B.I.B.F.-Bachelor of International Business and Finance,EWS,Male,0
B.I.B.F.-Bachelor of International Business and Finance,EWS,Female,0
B.I.B.F.-Bachelor of International Business and Finance,EWS,Total,0
B.I.M.-Bachelor of Indian Medicine,All Categories,Male,60
B.I.M.-Bachelor of Indian Medicine,All Categories,Female,75
B.I.M.-Bachelor of Indian Medicine,All Categories,Total,135
B.I.M.-Bachelor of Indian Medicine,Scheduled Caste,Male,3
B.I.M.-Bachelor of Indian Medicine,Scheduled Caste,Female,6
B.I.M.-Bachelor of Indian Medicine,Scheduled Caste,Total,9
B.I.M.-Bachelor of Indian Medicine,Scheduled Tribe,Male,0
B.I.M.-Bachelor of Indian Medicine,Scheduled Tribe,Female,1
B.I.M.-Bachelor of Indian Medicine,Scheduled Tribe,Total,1
B.I.M.-Bachelor of Indian Medicine,Other Backward Classes,Male,25
B.I.M.-Bachelor of Indian Medicine,Other Backward Classes,Female,32
B.I.M.-Bachelor of Indian Medicine,Other Backward Classes,Total,57
B.I.M.-Bachelor of Indian Medicine,Persons with Disability,Male,0
B.I.M.-Bachelor of Indian Medicine,Persons with Disability,Female,0
B.I.M.-Bachelor of Indian Medicine,Persons with Disability,Total,0
B.I.M.-Bachelor of Indian Medicine,Muslim,Male,3
B.I.M.-Bachelor of Indian Medicine,Muslim,Female,1
B.I.M.-Bachelor of Indian Medicine,Muslim,Total,4
B.I.M.-Bachelor of Indian Medicine,Other Minority Communities,Male,0
B.I.M.-Bachelor of Indian Medicine,Other Minority Communities,Female,0
B.I.M.-Bachelor of Indian Medicine,Other Minority Communities,Total,0
B.I.M.-Bachelor of Indian Medicine,EWS,Male,3
B.I.M.-Bachelor of Indian Medicine,EWS,Female,3
B.I.M.-Bachelor of Indian Medicine,EWS,Total,6
B.J.-Bachelor of Journalism,All Categories,Male,654
B.J.-Bachelor of Journalism,All Categories,Female,397
B.J.-Bachelor of Journalism,All Categories,Total,1051
B.J.-Bachelor of Journalism,Scheduled Caste,Male,98
B.J.-Bachelor of Journalism,Scheduled Caste,Female,28
B.J.-Bachelor of Journalism,Scheduled Caste,Total,126
B.J.-Bachelor of Journalism,Scheduled Tribe,Male,52
B.J.-Bachelor of Journalism,Scheduled Tribe,Female,14
B.J.-Bachelor of Journalism,Scheduled Tribe,Total,66
B.J.-Bachelor of Journalism,Other Backward Classes,Male,151
B.J.-Bachelor of Journalism,Other Backward Classes,Female,55
B.J.-Bachelor of Journalism,Other Backward Classes,Total,206
B.J.-Bachelor of Journalism,Persons with Disability,Male,0
B.J.-Bachelor of Journalism,Persons with Disability,Female,0
B.J.-Bachelor of Journalism,Persons with Disability,Total,0
B.J.-Bachelor of Journalism,Muslim,Male,3
B.J.-Bachelor of Journalism,Muslim,Female,2
B.J.-Bachelor of Journalism,Muslim,Total,5
B.J.-Bachelor of Journalism,Other Minority Communities,Male,0
B.J.-Bachelor of Journalism,Other Minority Communities,Female,0
B.J.-Bachelor of Journalism,Other Minority Communities,Total,0
B.J.-Bachelor of Journalism,EWS,Male,6
B.J.-Bachelor of Journalism,EWS,Female,8
B.J.-Bachelor of Journalism,EWS,Total,14
B.J.M.C.-Bachelor of Journalism and Mass Communication,All Categories,Male,3513
B.J.M.C.-Bachelor of Journalism and Mass Communication,All Categories,Female,3307
B.J.M.C.-Bachelor of Journalism and Mass Communication,All Categories,Total,6820
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Caste,Male,467
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Caste,Female,282
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Caste,Total,749
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Tribe,Male,115
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Tribe,Female,81
B.J.M.C.-Bachelor of Journalism and Mass Communication,Scheduled Tribe,Total,196
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Backward Classes,Male,660
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Backward Classes,Female,441
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Backward Classes,Total,1101
B.J.M.C.-Bachelor of Journalism and Mass Communication,Persons with Disability,Male,2
B.J.M.C.-Bachelor of Journalism and Mass Communication,Persons with Disability,Female,1
B.J.M.C.-Bachelor of Journalism and Mass Communication,Persons with Disability,Total,3
B.J.M.C.-Bachelor of Journalism and Mass Communication,Muslim,Male,90
B.J.M.C.-Bachelor of Journalism and Mass Communication,Muslim,Female,56
B.J.M.C.-Bachelor of Journalism and Mass Communication,Muslim,Total,146
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Minority Communities,Male,50
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Minority Communities,Female,91
B.J.M.C.-Bachelor of Journalism and Mass Communication,Other Minority Communities,Total,141
B.J.M.C.-Bachelor of Journalism and Mass Communication,EWS,Male,25
B.J.M.C.-Bachelor of Journalism and Mass Communication,EWS,Female,39
B.J.M.C.-Bachelor of Journalism and Mass Communication,EWS,Total,64
B.L.-Bachelor of Law or Laws,All Categories,Male,7327
B.L.-Bachelor of Law or Laws,All Categories,Female,3952
B.L.-Bachelor of Law or Laws,All Categories,Total,11279
B.L.-Bachelor of Law or Laws,Scheduled Caste,Male,873
B.L.-Bachelor of Law or Laws,Scheduled Caste,Female,461
B.L.-Bachelor of Law or Laws,Scheduled Caste,Total,1334
B.L.-Bachelor of Law or Laws,Scheduled Tribe,Male,104
B.L.-Bachelor of Law or Laws,Scheduled Tribe,Female,64
B.L.-Bachelor of Law or Laws,Scheduled Tribe,Total,168
B.L.-Bachelor of Law or Laws,Other Backward Classes,Male,2042
B.L.-Bachelor of Law or Laws,Other Backward Classes,Female,881
B.L.-Bachelor of Law or Laws,Other Backward Classes,Total,2923
B.L.-Bachelor of Law or Laws,Persons with Disability,Male,3
B.L.-Bachelor of Law or Laws,Persons with Disability,Female,1
B.L.-Bachelor of Law or Laws,Persons with Disability,Total,4
B.L.-Bachelor of Law or Laws,Muslim,Male,219
B.L.-Bachelor of Law or Laws,Muslim,Female,186
B.L.-Bachelor of Law or Laws,Muslim,Total,405
B.L.-Bachelor of Law or Laws,Other Minority Communities,Male,92
B.L.-Bachelor of Law or Laws,Other Minority Communities,Female,81
B.L.-Bachelor of Law or Laws,Other Minority Communities,Total,173
B.L.-Bachelor of Law or Laws,EWS,Male,32
B.L.-Bachelor of Law or Laws,EWS,Female,26
B.L.-Bachelor of Law or Laws,EWS,Total,58
B.Lib.I.Sc.-Bachelor of Library & Information Science,All Categories,Male,3979
B.Lib.I.Sc.-Bachelor of Library & Information Science,All Categories,Female,3781
B.Lib.I.Sc.-Bachelor of Library & Information Science,All Categories,Total,7760
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Caste,Male,673
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Caste,Female,608
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Caste,Total,1281
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Tribe,Male,315
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Tribe,Female,240
B.Lib.I.Sc.-Bachelor of Library & Information Science,Scheduled Tribe,Total,555
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Backward Classes,Male,1396
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Backward Classes,Female,1333
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Backward Classes,Total,2729
B.Lib.I.Sc.-Bachelor of Library & Information Science,Persons with Disability,Male,11
B.Lib.I.Sc.-Bachelor of Library & Information Science,Persons with Disability,Female,2
B.Lib.I.Sc.-Bachelor of Library & Information Science,Persons with Disability,Total,13
B.Lib.I.Sc.-Bachelor of Library & Information Science,Muslim,Male,122
B.Lib.I.Sc.-Bachelor of Library & Information Science,Muslim,Female,88
B.Lib.I.Sc.-Bachelor of Library & Information Science,Muslim,Total,210
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Minority Communities,Male,20
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Minority Communities,Female,60
B.Lib.I.Sc.-Bachelor of Library & Information Science,Other Minority Communities,Total,80
B.Lib.I.Sc.-Bachelor of Library & Information Science,EWS,Male,9
B.Lib.I.Sc.-Bachelor of Library & Information Science,EWS,Female,12
B.Lib.I.Sc.-Bachelor of Library & Information Science,EWS,Total,21
B.Lib.Sc.-Bachelor of Library Science,All Categories,Male,7005
B.Lib.Sc.-Bachelor of Library Science,All Categories,Female,7137
B.Lib.Sc.-Bachelor of Library Science,All Categories,Total,14142
B.Lib.Sc.-Bachelor of Library Science,Scheduled Caste,Male,1151
B.Lib.Sc.-Bachelor of Library Science,Scheduled Caste,Female,958
B.Lib.Sc.-Bachelor of Library Science,Scheduled Caste,Total,2109
B.Lib.Sc.-Bachelor of Library Science,Scheduled Tribe,Male,542
B.Lib.Sc.-Bachelor of Library Science,Scheduled Tribe,Female,537
B.Lib.Sc.-Bachelor of Library Science,Scheduled Tribe,Total,1079
B.Lib.Sc.-Bachelor of Library Science,Other Backward Classes,Male,2699
B.Lib.Sc.-Bachelor of Library Science,Other Backward Classes,Female,2348
B.Lib.Sc.-Bachelor of Library Science,Other Backward Classes,Total,5047
B.Lib.Sc.-Bachelor of Library Science,Persons with Disability,Male,25
B.Lib.Sc.-Bachelor of Library Science,Persons with Disability,Female,6
B.Lib.Sc.-Bachelor of Library Science,Persons with Disability,Total,31
B.Lib.Sc.-Bachelor of Library Science,Muslim,Male,190
B.Lib.Sc.-Bachelor of Library Science,Muslim,Female,133
B.Lib.Sc.-Bachelor of Library Science,Muslim,Total,323
B.Lib.Sc.-Bachelor of Library Science,Other Minority Communities,Male,40
B.Lib.Sc.-Bachelor of Library Science,Other Minority Communities,Female,38
B.Lib.Sc.-Bachelor of Library Science,Other Minority Communities,Total,78
B.Lib.Sc.-Bachelor of Library Science,EWS,Male,140
B.Lib.Sc.-Bachelor of Library Science,EWS,Female,89
B.Lib.Sc.-Bachelor of Library Science,EWS,Total,229
B.Litt.-Bachelor of Literature,All Categories,Male,1617
B.Litt.-Bachelor of Literature,All Categories,Female,2320
B.Litt.-Bachelor of Literature,All Categories,Total,3937
B.Litt.-Bachelor of Literature,Scheduled Caste,Male,386
B.Litt.-Bachelor of Literature,Scheduled Caste,Female,561
B.Litt.-Bachelor of Literature,Scheduled Caste,Total,947
B.Litt.-Bachelor of Literature,Scheduled Tribe,Male,20
B.Litt.-Bachelor of Literature,Scheduled Tribe,Female,31
B.Litt.-Bachelor of Literature,Scheduled Tribe,Total,51
B.Litt.-Bachelor of Literature,Other Backward Classes,Male,973
B.Litt.-Bachelor of Literature,Other Backward Classes,Female,1408
B.Litt.-Bachelor of Literature,Other Backward Classes,Total,2381
B.Litt.-Bachelor of Literature,Persons with Disability,Male,1
B.Litt.-Bachelor of Literature,Persons with Disability,Female,0
B.Litt.-Bachelor of Literature,Persons with Disability,Total,1
B.Litt.-Bachelor of Literature,Muslim,Male,1
B.Litt.-Bachelor of Literature,Muslim,Female,13
B.Litt.-Bachelor of Literature,Muslim,Total,14
B.Litt.-Bachelor of Literature,Other Minority Communities,Male,35
B.Litt.-Bachelor of Literature,Other Minority Communities,Female,54
B.Litt.-Bachelor of Literature,Other Minority Communities,Total,89
B.Litt.-Bachelor of Literature,EWS,Male,1
B.Litt.-Bachelor of Literature,EWS,Female,3
B.Litt.-Bachelor of Literature,EWS,Total,4
B.M.L.T- Bachelor in Medical Lab Technology,All Categories,Male,29
B.M.L.T- Bachelor in Medical Lab Technology,All Categories,Female,48
B.M.L.T- Bachelor in Medical Lab Technology,All Categories,Total,77
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Caste,Male,2
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Caste,Female,5
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Caste,Total,7
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Tribe,Male,4
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Tribe,Female,3
B.M.L.T- Bachelor in Medical Lab Technology,Scheduled Tribe,Total,7
B.M.L.T- Bachelor in Medical Lab Technology,Other Backward Classes,Male,9
B.M.L.T- Bachelor in Medical Lab Technology,Other Backward Classes,Female,8
B.M.L.T- Bachelor in Medical Lab Technology,Other Backward Classes,Total,17
B.M.L.T- Bachelor in Medical Lab Technology,Persons with Disability,Male,0
B.M.L.T- Bachelor in Medical Lab Technology,Persons with Disability,Female,0
B.M.L.T- Bachelor in Medical Lab Technology,Persons with Disability,Total,0
B.M.L.T- Bachelor in Medical Lab Technology,Muslim,Male,0
B.M.L.T- Bachelor in Medical Lab Technology,Muslim,Female,0
B.M.L.T- Bachelor in Medical Lab Technology,Muslim,Total,0
B.M.L.T- Bachelor in Medical Lab Technology,Other Minority Communities,Male,0
B.M.L.T- Bachelor in Medical Lab Technology,Other Minority Communities,Female,0
B.M.L.T- Bachelor in Medical Lab Technology,Other Minority Communities,Total,0
B.M.L.T- Bachelor in Medical Lab Technology,EWS,Male,0
B.M.L.T- Bachelor in Medical Lab Technology,EWS,Female,0
B.M.L.T- Bachelor in Medical Lab Technology,EWS,Total,0
B.M.M.-Bachelor of Multi Media,All Categories,Male,897
B.M.M.-Bachelor of Multi Media,All Categories,Female,790
B.M.M.-Bachelor of Multi Media,All Categories,Total,1687
B.M.M.-Bachelor of Multi Media,Scheduled Caste,Male,94
B.M.M.-Bachelor of Multi Media,Scheduled Caste,Female,71
B.M.M.-Bachelor of Multi Media,Scheduled Caste,Total,165
B.M.M.-Bachelor of Multi Media,Scheduled Tribe,Male,10
B.M.M.-Bachelor of Multi Media,Scheduled Tribe,Female,6
B.M.M.-Bachelor of Multi Media,Scheduled Tribe,Total,16
B.M.M.-Bachelor of Multi Media,Other Backward Classes,Male,113
B.M.M.-Bachelor of Multi Media,Other Backward Classes,Female,99
B.M.M.-Bachelor of Multi Media,Other Backward Classes,Total,212
B.M.M.-Bachelor of Multi Media,Persons with Disability,Male,2
B.M.M.-Bachelor of Multi Media,Persons with Disability,Female,0
B.M.M.-Bachelor of Multi Media,Persons with Disability,Total,2
B.M.M.-Bachelor of Multi Media,Muslim,Male,72
B.M.M.-Bachelor of Multi Media,Muslim,Female,51
B.M.M.-Bachelor of Multi Media,Muslim,Total,123
B.M.M.-Bachelor of Multi Media,Other Minority Communities,Male,80
B.M.M.-Bachelor of Multi Media,Other Minority Communities,Female,64
B.M.M.-Bachelor of Multi Media,Other Minority Communities,Total,144
B.M.M.-Bachelor of Multi Media,EWS,Male,10
B.M.M.-Bachelor of Multi Media,EWS,Female,7
B.M.M.-Bachelor of Multi Media,EWS,Total,17
B.M.S.-Bachelor of Management Studies,All Categories,Male,9596
B.M.S.-Bachelor of Management Studies,All Categories,Female,7461
B.M.S.-Bachelor of Management Studies,All Categories,Total,17057
B.M.S.-Bachelor of Management Studies,Scheduled Caste,Male,532
B.M.S.-Bachelor of Management Studies,Scheduled Caste,Female,514
B.M.S.-Bachelor of Management Studies,Scheduled Caste,Total,1046
B.M.S.-Bachelor of Management Studies,Scheduled Tribe,Male,84
B.M.S.-Bachelor of Management Studies,Scheduled Tribe,Female,68
B.M.S.-Bachelor of Management Studies,Scheduled Tribe,Total,152
B.M.S.-Bachelor of Management Studies,Other Backward Classes,Male,1047
B.M.S.-Bachelor of Management Studies,Other Backward Classes,Female,868
B.M.S.-Bachelor of Management Studies,Other Backward Classes,Total,1915
B.M.S.-Bachelor of Management Studies,Persons with Disability,Male,17
B.M.S.-Bachelor of Management Studies,Persons with Disability,Female,5
B.M.S.-Bachelor of Management Studies,Persons with Disability,Total,22
B.M.S.-Bachelor of Management Studies,Muslim,Male,668
B.M.S.-Bachelor of Management Studies,Muslim,Female,421
B.M.S.-Bachelor of Management Studies,Muslim,Total,1089
B.M.S.-Bachelor of Management Studies,Other Minority Communities,Male,505
B.M.S.-Bachelor of Management Studies,Other Minority Communities,Female,437
B.M.S.-Bachelor of Management Studies,Other Minority Communities,Total,942
B.M.S.-Bachelor of Management Studies,EWS,Male,67
B.M.S.-Bachelor of Management Studies,EWS,Female,67
B.M.S.-Bachelor of Management Studies,EWS,Total,134
B.Mus.-Bachelor of Music,All Categories,Male,141
B.Mus.-Bachelor of Music,All Categories,Female,335
B.Mus.-Bachelor of Music,All Categories,Total,476
B.Mus.-Bachelor of Music,Scheduled Caste,Male,14
B.Mus.-Bachelor of Music,Scheduled Caste,Female,22
B.Mus.-Bachelor of Music,Scheduled Caste,Total,36
B.Mus.-Bachelor of Music,Scheduled Tribe,Male,47
B.Mus.-Bachelor of Music,Scheduled Tribe,Female,36
B.Mus.-Bachelor of Music,Scheduled Tribe,Total,83
B.Mus.-Bachelor of Music,Other Backward Classes,Male,24
B.Mus.-Bachelor of Music,Other Backward Classes,Female,41
B.Mus.-Bachelor of Music,Other Backward Classes,Total,65
B.Mus.-Bachelor of Music,Persons with Disability,Male,0
B.Mus.-Bachelor of Music,Persons with Disability,Female,0
B.Mus.-Bachelor of Music,Persons with Disability,Total,0
B.Mus.-Bachelor of Music,Muslim,Male,0
B.Mus.-Bachelor of Music,Muslim,Female,0
B.Mus.-Bachelor of Music,Muslim,Total,0
B.Mus.-Bachelor of Music,Other Minority Communities,Male,11
B.Mus.-Bachelor of Music,Other Minority Communities,Female,12
B.Mus.-Bachelor of Music,Other Minority Communities,Total,23
B.Mus.-Bachelor of Music,EWS,Male,2
B.Mus.-Bachelor of Music,EWS,Female,0
B.Mus.-Bachelor of Music,EWS,Total,2
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,All Categories,Male,229
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,All Categories,Female,571
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,All Categories,Total,800
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Male,30
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Female,52
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Total,82
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Male,23
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Female,17
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Total,40
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Backward Classes,Male,81
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Backward Classes,Female,260
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Backward Classes,Total,341
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Persons with Disability,Male,0
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Persons with Disability,Female,0
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Persons with Disability,Total,0
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Muslim,Male,2
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Muslim,Female,8
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Muslim,Total,10
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Minority Communities,Male,1
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Minority Communities,Female,4
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,Other Minority Communities,Total,5
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,EWS,Male,7
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,EWS,Female,1
B.N.Y.S.-Bachelor of Naturopathy and Yogic Sciences,EWS,Total,8
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,All Categories,Male,34
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,All Categories,Female,79
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,All Categories,Total,113
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Male,6
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Female,2
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Caste,Total,8
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Male,0
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Female,1
B.Nat.(Yogic Sciences)-Bachelor of Naturopathy and Yogic Sciences,Scheduled Tribe,Total,1
