programme,social_category,gender,out_turn
L.L.B.-Bachelor of Law or Laws,Other Minority Communities,Male,815
L.L.B.-Bachelor of Law or Laws,Other Minority Communities,Female,501
L.L.B.-Bachelor of Law or Laws,Other Minority Communities,Total,1316
L.L.B.-Bachelor of Law or Laws,EWS,Male,424
L.L.B.-Bachelor of Law or Laws,EWS,Female,219
L.L.B.-Bachelor of Law or Laws,EWS,Total,643
L.L.D.-Doctor of Laws,All Categories,Male,13
L.L.D.-Doctor of Laws,All Categories,Female,11
L.L.D.-Doctor of Laws,All Categories,Total,24
L.L.D.-Doctor of Laws,Scheduled Caste,Male,0
L.L.D.-Doctor of Laws,Scheduled Caste,Female,0
L.L.D.-Doctor of Laws,Scheduled Caste,Total,0
L.L.D.-Doctor of Laws,Scheduled Tribe,Male,0
L.L.D.-Doctor of Laws,Scheduled Tribe,Female,0
L.L.D.-Doctor of Laws,Scheduled Tribe,Total,0
L.L.D.-Doctor of Laws,Other Backward Classes,Male,4
L.L.D.-Doctor of Laws,Other Backward Classes,Female,0
L.L.D.-Doctor of Laws,Other Backward Classes,Total,4
L.L.D.-Doctor of Laws,Persons with Disability,Male,0
L.L.D.-Doctor of Laws,Persons with Disability,Female,0
L.L.D.-Doctor of Laws,Persons with Disability,Total,0
L.L.D.-Doctor of Laws,Muslim,Male,0
L.L.D.-Doctor of Laws,Muslim,Female,0
L.L.D.-Doctor of Laws,Muslim,Total,0
L.L.D.-Doctor of Laws,Other Minority Communities,Male,0
L.L.D.-Doctor of Laws,Other Minority Communities,Female,0
L.L.D.-Doctor of Laws,Other Minority Communities,Total,0
L.L.D.-Doctor of Laws,EWS,Male,0
L.L.D.-Doctor of Laws,EWS,Female,0
L.L.D.-Doctor of Laws,EWS,Total,0
L.L.M.-Master of Law or Laws,All Categories,Male,9032
L.L.M.-Master of Law or Laws,All Categories,Female,7577
L.L.M.-Master of Law or Laws,All Categories,Total,16609
L.L.M.-Master of Law or Laws,Scheduled Caste,Male,898
L.L.M.-Master of Law or Laws,Scheduled Caste,Female,596
L.L.M.-Master of Law or Laws,Scheduled Caste,Total,1494
L.L.M.-Master of Law or Laws,Scheduled Tribe,Male,269
L.L.M.-Master of Law or Laws,Scheduled Tribe,Female,201
L.L.M.-Master of Law or Laws,Scheduled Tribe,Total,470
L.L.M.-Master of Law or Laws,Other Backward Classes,Male,1601
L.L.M.-Master of Law or Laws,Other Backward Classes,Female,1188
L.L.M.-Master of Law or Laws,Other Backward Classes,Total,2789
L.L.M.-Master of Law or Laws,Persons with Disability,Male,15
L.L.M.-Master of Law or Laws,Persons with Disability,Female,7
L.L.M.-Master of Law or Laws,Persons with Disability,Total,22
L.L.M.-Master of Law or Laws,Muslim,Male,189
L.L.M.-Master of Law or Laws,Muslim,Female,163
L.L.M.-Master of Law or Laws,Muslim,Total,352
L.L.M.-Master of Law or Laws,Other Minority Communities,Male,117
L.L.M.-Master of Law or Laws,Other Minority Communities,Female,161
L.L.M.-Master of Law or Laws,Other Minority Communities,Total,278
L.L.M.-Master of Law or Laws,EWS,Male,116
L.L.M.-Master of Law or Laws,EWS,Female,115
L.L.M.-Master of Law or Laws,EWS,Total,231
"M.A. B.Ed.-Master of Arts, Bachelor of Education",All Categories,Male,138
"M.A. B.Ed.-Master of Arts, Bachelor of Education",All Categories,Female,128
"M.A. B.Ed.-Master of Arts, Bachelor of Education",All Categories,Total,266
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Caste,Male,21
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Caste,Female,18
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Caste,Total,39
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Tribe,Male,15
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Tribe,Female,5
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Scheduled Tribe,Total,20
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Backward Classes,Male,34
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Backward Classes,Female,23
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Backward Classes,Total,57
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Persons with Disability,Male,0
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Persons with Disability,Female,0
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Persons with Disability,Total,0
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Muslim,Male,7
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Muslim,Female,10
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Muslim,Total,17
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Minority Communities,Male,0
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Minority Communities,Female,1
"M.A. B.Ed.-Master of Arts, Bachelor of Education",Other Minority Communities,Total,1
"M.A. B.Ed.-Master of Arts, Bachelor of Education",EWS,Male,7
"M.A. B.Ed.-Master of Arts, Bachelor of Education",EWS,Female,8
"M.A. B.Ed.-Master of Arts, Bachelor of Education",EWS,Total,15
M.A.M.S.-Master of Ayurved in Medicine and Surgery,All Categories,Male,21
M.A.M.S.-Master of Ayurved in Medicine and Surgery,All Categories,Female,42
M.A.M.S.-Master of Ayurved in Medicine and Surgery,All Categories,Total,63
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Caste,Male,5
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Caste,Female,6
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Caste,Total,11
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Tribe,Male,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Tribe,Female,4
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Scheduled Tribe,Total,4
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Backward Classes,Male,5
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Backward Classes,Female,16
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Backward Classes,Total,21
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Persons with Disability,Male,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Persons with Disability,Female,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Persons with Disability,Total,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Muslim,Male,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Muslim,Female,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Muslim,Total,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Minority Communities,Male,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Minority Communities,Female,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,Other Minority Communities,Total,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,EWS,Male,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,EWS,Female,0
M.A.M.S.-Master of Ayurved in Medicine and Surgery,EWS,Total,0
M.A.-Master of Arts,All Categories,Male,276343
M.A.-Master of Arts,All Categories,Female,425524
M.A.-Master of Arts,All Categories,Total,701867
M.A.-Master of Arts,Scheduled Caste,Male,41792
M.A.-Master of Arts,Scheduled Caste,Female,59084
M.A.-Master of Arts,Scheduled Caste,Total,100876
M.A.-Master of Arts,Scheduled Tribe,Male,20787
M.A.-Master of Arts,Scheduled Tribe,Female,31082
M.A.-Master of Arts,Scheduled Tribe,Total,51869
M.A.-Master of Arts,Other Backward Classes,Male,98786
M.A.-Master of Arts,Other Backward Classes,Female,141784
M.A.-Master of Arts,Other Backward Classes,Total,240570
M.A.-Master of Arts,Persons with Disability,Male,351
M.A.-Master of Arts,Persons with Disability,Female,267
M.A.-Master of Arts,Persons with Disability,Total,618
M.A.-Master of Arts,Muslim,Male,9178
M.A.-Master of Arts,Muslim,Female,12977
M.A.-Master of Arts,Muslim,Total,22155
M.A.-Master of Arts,Other Minority Communities,Male,2699
M.A.-Master of Arts,Other Minority Communities,Female,6981
M.A.-Master of Arts,Other Minority Communities,Total,9680
M.A.-Master of Arts,EWS,Male,2098
M.A.-Master of Arts,EWS,Female,2591
M.A.-Master of Arts,EWS,Total,4689
M.Arch.-Master of Architecture,All Categories,Male,648
M.Arch.-Master of Architecture,All Categories,Female,880
M.Arch.-Master of Architecture,All Categories,Total,1528
M.Arch.-Master of Architecture,Scheduled Caste,Male,23
M.Arch.-Master of Architecture,Scheduled Caste,Female,25
M.Arch.-Master of Architecture,Scheduled Caste,Total,48
M.Arch.-Master of Architecture,Scheduled Tribe,Male,4
M.Arch.-Master of Architecture,Scheduled Tribe,Female,5
M.Arch.-Master of Architecture,Scheduled Tribe,Total,9
M.Arch.-Master of Architecture,Other Backward Classes,Male,156
M.Arch.-Master of Architecture,Other Backward Classes,Female,202
M.Arch.-Master of Architecture,Other Backward Classes,Total,358
M.Arch.-Master of Architecture,Persons with Disability,Male,0
M.Arch.-Master of Architecture,Persons with Disability,Female,0
M.Arch.-Master of Architecture,Persons with Disability,Total,0
M.Arch.-Master of Architecture,Muslim,Male,50
M.Arch.-Master of Architecture,Muslim,Female,48
M.Arch.-Master of Architecture,Muslim,Total,98
M.Arch.-Master of Architecture,Other Minority Communities,Male,19
M.Arch.-Master of Architecture,Other Minority Communities,Female,40
M.Arch.-Master of Architecture,Other Minority Communities,Total,59
M.Arch.-Master of Architecture,EWS,Male,4
M.Arch.-Master of Architecture,EWS,Female,3
M.Arch.-Master of Architecture,EWS,Total,7
M.B.A.- Master of Business Administration,All Categories,Male,130960
M.B.A.- Master of Business Administration,All Categories,Female,101305
M.B.A.- Master of Business Administration,All Categories,Total,232265
M.B.A.- Master of Business Administration,Scheduled Caste,Male,11683
M.B.A.- Master of Business Administration,Scheduled Caste,Female,8783
M.B.A.- Master of Business Administration,Scheduled Caste,Total,20466
M.B.A.- Master of Business Administration,Scheduled Tribe,Male,2877
M.B.A.- Master of Business Administration,Scheduled Tribe,Female,1918
M.B.A.- Master of Business Administration,Scheduled Tribe,Total,4795
M.B.A.- Master of Business Administration,Other Backward Classes,Male,39855
M.B.A.- Master of Business Administration,Other Backward Classes,Female,30632
M.B.A.- Master of Business Administration,Other Backward Classes,Total,70487
M.B.A.- Master of Business Administration,Persons with Disability,Male,86
M.B.A.- Master of Business Administration,Persons with Disability,Female,37
M.B.A.- Master of Business Administration,Persons with Disability,Total,123
M.B.A.- Master of Business Administration,Muslim,Male,4093
M.B.A.- Master of Business Administration,Muslim,Female,2478
M.B.A.- Master of Business Administration,Muslim,Total,6571
M.B.A.- Master of Business Administration,Other Minority Communities,Male,2666
M.B.A.- Master of Business Administration,Other Minority Communities,Female,2446
M.B.A.- Master of Business Administration,Other Minority Communities,Total,5112
M.B.A.- Master of Business Administration,EWS,Male,1183
M.B.A.- Master of Business Administration,EWS,Female,900
M.B.A.- Master of Business Administration,EWS,Total,2083
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,All Categories,Male,68
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,All Categories,Female,58
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,All Categories,Total,126
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Caste,Male,8
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Caste,Female,10
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Caste,Total,18
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Tribe,Male,0
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Tribe,Female,1
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Scheduled Tribe,Total,1
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Backward Classes,Male,18
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Backward Classes,Female,14
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Backward Classes,Total,32
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Persons with Disability,Male,0
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Persons with Disability,Female,0
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Persons with Disability,Total,0
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Muslim,Male,2
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Muslim,Female,2
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Muslim,Total,4
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Minority Communities,Male,2
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Minority Communities,Female,0
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,Other Minority Communities,Total,2
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,EWS,Male,3
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,EWS,Female,9
M.B.A.(Pharma. Tech.)-Master of Business Administration in Pharmaceutical Technology,EWS,Total,12
M.B.A.(Tech.)-Master of Business Administration in Technology,All Categories,Male,2291
M.B.A.(Tech.)-Master of Business Administration in Technology,All Categories,Female,2432
M.B.A.(Tech.)-Master of Business Administration in Technology,All Categories,Total,4723
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Caste,Male,330
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Caste,Female,409
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Caste,Total,739
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Tribe,Male,26
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Tribe,Female,34
M.B.A.(Tech.)-Master of Business Administration in Technology,Scheduled Tribe,Total,60
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Backward Classes,Male,955
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Backward Classes,Female,1101
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Backward Classes,Total,2056
M.B.A.(Tech.)-Master of Business Administration in Technology,Persons with Disability,Male,0
M.B.A.(Tech.)-Master of Business Administration in Technology,Persons with Disability,Female,0
M.B.A.(Tech.)-Master of Business Administration in Technology,Persons with Disability,Total,0
M.B.A.(Tech.)-Master of Business Administration in Technology,Muslim,Male,15
M.B.A.(Tech.)-Master of Business Administration in Technology,Muslim,Female,14
M.B.A.(Tech.)-Master of Business Administration in Technology,Muslim,Total,29
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Minority Communities,Male,10
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Minority Communities,Female,9
M.B.A.(Tech.)-Master of Business Administration in Technology,Other Minority Communities,Total,19
M.B.A.(Tech.)-Master of Business Administration in Technology,EWS,Male,2
M.B.A.(Tech.)-Master of Business Administration in Technology,EWS,Female,0
M.B.A.(Tech.)-Master of Business Administration in Technology,EWS,Total,2
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,All Categories,Male,26474
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,All Categories,Female,28073
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,All Categories,Total,54547
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Caste,Male,2310
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Caste,Female,2229
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Caste,Total,4539
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Tribe,Male,1008
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Tribe,Female,1092
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Scheduled Tribe,Total,2100
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Backward Classes,Male,6682
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Backward Classes,Female,6668
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Backward Classes,Total,13350
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Persons with Disability,Male,62
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Persons with Disability,Female,50
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Persons with Disability,Total,112
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Muslim,Male,926
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Muslim,Female,1079
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Muslim,Total,2005
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Minority Communities,Male,566
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Minority Communities,Female,612
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,Other Minority Communities,Total,1178
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,EWS,Male,122
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,EWS,Female,88
M.B.B.S.-Bachelor of Medicine and Bachelor of Surgery,EWS,Total,210
M.C.A. -Master of Computer Applications,All Categories,Male,26550
M.C.A. -Master of Computer Applications,All Categories,Female,21466
M.C.A. -Master of Computer Applications,All Categories,Total,48016
M.C.A. -Master of Computer Applications,Scheduled Caste,Male,1727
M.C.A. -Master of Computer Applications,Scheduled Caste,Female,1576
M.C.A. -Master of Computer Applications,Scheduled Caste,Total,3303
M.C.A. -Master of Computer Applications,Scheduled Tribe,Male,500
M.C.A. -Master of Computer Applications,Scheduled Tribe,Female,395
M.C.A. -Master of Computer Applications,Scheduled Tribe,Total,895
M.C.A. -Master of Computer Applications,Other Backward Classes,Male,8747
M.C.A. -Master of Computer Applications,Other Backward Classes,Female,7610
M.C.A. -Master of Computer Applications,Other Backward Classes,Total,16357
M.C.A. -Master of Computer Applications,Persons with Disability,Male,10
M.C.A. -Master of Computer Applications,Persons with Disability,Female,3
M.C.A. -Master of Computer Applications,Persons with Disability,Total,13
M.C.A. -Master of Computer Applications,Muslim,Male,1052
M.C.A. -Master of Computer Applications,Muslim,Female,504
M.C.A. -Master of Computer Applications,Muslim,Total,1556
M.C.A. -Master of Computer Applications,Other Minority Communities,Male,711
M.C.A. -Master of Computer Applications,Other Minority Communities,Female,693
M.C.A. -Master of Computer Applications,Other Minority Communities,Total,1404
M.C.A. -Master of Computer Applications,EWS,Male,218
M.C.A. -Master of Computer Applications,EWS,Female,192
M.C.A. -Master of Computer Applications,EWS,Total,410
M.Ch.-Master of Chirurgiae,All Categories,Male,287
M.Ch.-Master of Chirurgiae,All Categories,Female,50
M.Ch.-Master of Chirurgiae,All Categories,Total,337
M.Ch.-Master of Chirurgiae,Scheduled Caste,Male,5
M.Ch.-Master of Chirurgiae,Scheduled Caste,Female,2
M.Ch.-Master of Chirurgiae,Scheduled Caste,Total,7
M.Ch.-Master of Chirurgiae,Scheduled Tribe,Male,2
M.Ch.-Master of Chirurgiae,Scheduled Tribe,Female,1
M.Ch.-Master of Chirurgiae,Scheduled Tribe,Total,3
M.Ch.-Master of Chirurgiae,Other Backward Classes,Male,11
M.Ch.-Master of Chirurgiae,Other Backward Classes,Female,4
M.Ch.-Master of Chirurgiae,Other Backward Classes,Total,15
M.Ch.-Master of Chirurgiae,Persons with Disability,Male,0
M.Ch.-Master of Chirurgiae,Persons with Disability,Female,0
M.Ch.-Master of Chirurgiae,Persons with Disability,Total,0
M.Ch.-Master of Chirurgiae,Muslim,Male,1
M.Ch.-Master of Chirurgiae,Muslim,Female,0
M.Ch.-Master of Chirurgiae,Muslim,Total,1
M.Ch.-Master of Chirurgiae,Other Minority Communities,Male,3
M.Ch.-Master of Chirurgiae,Other Minority Communities,Female,0
M.Ch.-Master of Chirurgiae,Other Minority Communities,Total,3
M.Ch.-Master of Chirurgiae,EWS,Male,2
M.Ch.-Master of Chirurgiae,EWS,Female,0
M.Ch.-Master of Chirurgiae,EWS,Total,2
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",All Categories,Male,21
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",All Categories,Female,57
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",All Categories,Total,78
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Caste,Male,2
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Caste,Female,6
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Caste,Total,8
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Tribe,Male,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Tribe,Female,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Scheduled Tribe,Total,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Backward Classes,Male,5
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Backward Classes,Female,16
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Backward Classes,Total,21
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Persons with Disability,Male,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Persons with Disability,Female,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Persons with Disability,Total,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Muslim,Male,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Muslim,Female,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Muslim,Total,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Minority Communities,Male,1
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Minority Communities,Female,2
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",Other Minority Communities,Total,3
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",EWS,Male,1
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",EWS,Female,0
"M.Com. B.Ed.-Master of Commerce, Bachelor of Education",EWS,Total,1
M.Com.-Master of Commerce,All Categories,Male,67260
M.Com.-Master of Commerce,All Categories,Female,122479
M.Com.-Master of Commerce,All Categories,Total,189739
M.Com.-Master of Commerce,Scheduled Caste,Male,7098
M.Com.-Master of Commerce,Scheduled Caste,Female,11591
M.Com.-Master of Commerce,Scheduled Caste,Total,18689
M.Com.-Master of Commerce,Scheduled Tribe,Male,2900
M.Com.-Master of Commerce,Scheduled Tribe,Female,3781
M.Com.-Master of Commerce,Scheduled Tribe,Total,6681
M.Com.-Master of Commerce,Other Backward Classes,Male,23460
M.Com.-Master of Commerce,Other Backward Classes,Female,43305
M.Com.-Master of Commerce,Other Backward Classes,Total,66765
M.Com.-Master of Commerce,Persons with Disability,Male,91
M.Com.-Master of Commerce,Persons with Disability,Female,119
M.Com.-Master of Commerce,Persons with Disability,Total,210
M.Com.-Master of Commerce,Muslim,Male,1270
M.Com.-Master of Commerce,Muslim,Female,2482
M.Com.-Master of Commerce,Muslim,Total,3752
M.Com.-Master of Commerce,Other Minority Communities,Male,1042
M.Com.-Master of Commerce,Other Minority Communities,Female,2804
M.Com.-Master of Commerce,Other Minority Communities,Total,3846
M.Com.-Master of Commerce,EWS,Male,929
M.Com.-Master of Commerce,EWS,Female,1297
M.Com.-Master of Commerce,EWS,Total,2226
M.D.-Doctor of Medicine,All Categories,Male,7343
M.D.-Doctor of Medicine,All Categories,Female,8389
M.D.-Doctor of Medicine,All Categories,Total,15732
M.D.-Doctor of Medicine,Scheduled Caste,Male,583
M.D.-Doctor of Medicine,Scheduled Caste,Female,637
M.D.-Doctor of Medicine,Scheduled Caste,Total,1220
M.D.-Doctor of Medicine,Scheduled Tribe,Male,272
M.D.-Doctor of Medicine,Scheduled Tribe,Female,289
M.D.-Doctor of Medicine,Scheduled Tribe,Total,561
M.D.-Doctor of Medicine,Other Backward Classes,Male,1593
M.D.-Doctor of Medicine,Other Backward Classes,Female,1811
M.D.-Doctor of Medicine,Other Backward Classes,Total,3404
M.D.-Doctor of Medicine,Persons with Disability,Male,9
M.D.-Doctor of Medicine,Persons with Disability,Female,3
M.D.-Doctor of Medicine,Persons with Disability,Total,12
M.D.-Doctor of Medicine,Muslim,Male,280
M.D.-Doctor of Medicine,Muslim,Female,263
M.D.-Doctor of Medicine,Muslim,Total,543
M.D.-Doctor of Medicine,Other Minority Communities,Male,139
M.D.-Doctor of Medicine,Other Minority Communities,Female,218
M.D.-Doctor of Medicine,Other Minority Communities,Total,357
M.D.-Doctor of Medicine,EWS,Male,89
M.D.-Doctor of Medicine,EWS,Female,98
M.D.-Doctor of Medicine,EWS,Total,187
M.D.S.-Master of Dental Surgery,All Categories,Male,1506
M.D.S.-Master of Dental Surgery,All Categories,Female,3284
M.D.S.-Master of Dental Surgery,All Categories,Total,4790
M.D.S.-Master of Dental Surgery,Scheduled Caste,Male,89
M.D.S.-Master of Dental Surgery,Scheduled Caste,Female,208
M.D.S.-Master of Dental Surgery,Scheduled Caste,Total,297
M.D.S.-Master of Dental Surgery,Scheduled Tribe,Male,32
M.D.S.-Master of Dental Surgery,Scheduled Tribe,Female,50
M.D.S.-Master of Dental Surgery,Scheduled Tribe,Total,82
M.D.S.-Master of Dental Surgery,Other Backward Classes,Male,348
M.D.S.-Master of Dental Surgery,Other Backward Classes,Female,652
M.D.S.-Master of Dental Surgery,Other Backward Classes,Total,1000
M.D.S.-Master of Dental Surgery,Persons with Disability,Male,1
M.D.S.-Master of Dental Surgery,Persons with Disability,Female,17
M.D.S.-Master of Dental Surgery,Persons with Disability,Total,18
M.D.S.-Master of Dental Surgery,Muslim,Male,93
M.D.S.-Master of Dental Surgery,Muslim,Female,134
M.D.S.-Master of Dental Surgery,Muslim,Total,227
M.D.S.-Master of Dental Surgery,Other Minority Communities,Male,37
M.D.S.-Master of Dental Surgery,Other Minority Communities,Female,95
M.D.S.-Master of Dental Surgery,Other Minority Communities,Total,132
M.D.S.-Master of Dental Surgery,EWS,Male,7
M.D.S.-Master of Dental Surgery,EWS,Female,14
M.D.S.-Master of Dental Surgery,EWS,Total,21
M.Dance-Master of Dance,All Categories,Male,21
M.Dance-Master of Dance,All Categories,Female,79
M.Dance-Master of Dance,All Categories,Total,100
M.Dance-Master of Dance,Scheduled Caste,Male,5
M.Dance-Master of Dance,Scheduled Caste,Female,7
M.Dance-Master of Dance,Scheduled Caste,Total,12
M.Dance-Master of Dance,Scheduled Tribe,Male,0
M.Dance-Master of Dance,Scheduled Tribe,Female,1
M.Dance-Master of Dance,Scheduled Tribe,Total,1
M.Dance-Master of Dance,Other Backward Classes,Male,6
M.Dance-Master of Dance,Other Backward Classes,Female,22
M.Dance-Master of Dance,Other Backward Classes,Total,28
M.Dance-Master of Dance,Persons with Disability,Male,0
M.Dance-Master of Dance,Persons with Disability,Female,0
M.Dance-Master of Dance,Persons with Disability,Total,0
M.Dance-Master of Dance,Muslim,Male,0
M.Dance-Master of Dance,Muslim,Female,0
M.Dance-Master of Dance,Muslim,Total,0
M.Dance-Master of Dance,Other Minority Communities,Male,1
M.Dance-Master of Dance,Other Minority Communities,Female,1
M.Dance-Master of Dance,Other Minority Communities,Total,2
M.Dance-Master of Dance,EWS,Male,0
M.Dance-Master of Dance,EWS,Female,0
M.Dance-Master of Dance,EWS,Total,0
M.Des.-Master of Design,All Categories,Male,574
M.Des.-Master of Design,All Categories,Female,788
M.Des.-Master of Design,All Categories,Total,1362
M.Des.-Master of Design,Scheduled Caste,Male,38
M.Des.-Master of Design,Scheduled Caste,Female,44
M.Des.-Master of Design,Scheduled Caste,Total,82
